LABEL	preprocessing_C
FAVOR	Aquests som nosaltres Un orgull de poble català Visca Catalunya Visca la RepublicaCatalana lliure Bon cop de falç ✊✊✊ 
FAVOR	RT FreeRomeva Soto del Real no permet als presos entrar res de color groc ⭐️🌟🎗 
FAVOR	RT x4v1 RosannaRoyoiPla Quin nivell polític i democràtic més nefast mostren els dirigents de la EU Vergonya TajaniPuppetOfFascism
FAVOR	Veient amb tristesa que els nostres partits polítics són una CÀRREGA per assolir la independència proposo la creació duna llista per anar a les eleccions formada per gent del carrer sense experiència política i que sanomeni CRIDA POPULAR Creieu que tindria possibilitats
FAVOR	Ja nhi ha prou daguantar les bajanades dels feixistes i els seus numerets de circ Amb els llaços van quedar ridiculitzats fem el mateix amb la seva manipulació Piulem amb el hashtag AlbertRiveraManipulador i expliquem totes les seves merdes
AGAINST	Segons jorditurull a Catalunya la gent és pacífica sigui o no independentista Crec que majoritàriament és cert Però a Catalunya com a tot arreu també hi ha gent violenta Independentista o no No som millors que la resta del món
NEUTRAL	Oriol Junqueras Vaig ser nomenat vicepresident del govern de Catalunya i vaig ser cessat pel 155 Em considero un pres polític  JudiciTV3CatRàdio 
AGAINST	Doncs Boya tu que ets de la Vall dAran el teu TL està en un 99 en català A veure si ara resulta que el català és a loccità el que vosaltres dieu que lespanyol és al català 🤔 
AGAINST	Se rompió la frágil vasija Lluís Foix llfoix lavanguardia 
AGAINST	laXarxaXanante2 Jo crec que molts no sabem ferho bé Jo sóc una d elles
FAVOR	Xavi Hernández felicita la Diada reclamant la llibertat dels presos polítics 
AGAINST	armariush cescgalietti PSOE sanchezcastejon Feia molt temps que un polític no provacava illusió el temps dirà si és ego com tu dius o és seguretat en sí mateix i superació Tentenc no cal ferne un mesies com fan els independentistes quan parlen del Puigdemont però és positiu pujar lautoestima Que tinguis bon dia
FAVOR	Les penes seràn dures perquè no heu tingut pebrots de desobeïr un estat aliè i no heu fet cas del poble i el seu mandat Tant debò quedin lliures són completament inocents però cap ni un podeu liderar la independència i la llibertat de Catalunya 
FAVOR	AlbanoDante76 VOTAR és lúnica arma que tenim els independentistes LABSTENCIÓ ÉS RENDICIÓ No podem entregar la democràcia als TRIFACHO  
AGAINST	KenHaprenguin moragasai Em canses Una cosa és una llei i una altra és inventar unes nou país amb les seves lleis I saps que tinc raó que el famós xoc de tens que deia el Mas es va produïr el 6 i 7 de setembre i per res per fer una república de 8 segons dir que anaven de farol i barallarse
AGAINST	elnacionalcat I espero que tampoc pacti amb els comuns
FAVOR	RT Gemmajhb Estic molt molt mooolt farta del fem un Tortosa Al feixisme no se lignora sel combat hòstia
FAVOR	Brutal el video Segur que després de veurel Pdemocratacat EsquerraERC miriamnoguerasM JoanTarda carlescampuzano i gabrielrufian sapuntaran al NoATot que milions de llaços grocs els reclamen Cada vot a favor del PSOE és una volta més de clau al pany dels presos 
NEUTRAL	Barcelona aprova el canvi de nom de lavinguda del Príncep dAstúries La ciutat fa un pas més per desborbonitzar el nomenclàtor  diu GPisarello 
FAVOR	IMPRESCINDIBLE article de gemmagfabrega a LaDirecta sobre la tropa del Suprem dirigida pel radical del nucli ultra del poder judicial Manuel Marchena fill dun capità de la Legión Aquesta penya representa lestat espanyol al judicialademocràcia 
AGAINST	elnacionalcat Ja no ens alimenten molles ja volem el pa sencer i el pa sencer és la República Catalana no succedanis de pa sucat amb oli
FAVOR	Romeva i els ponts entre indepes i federalistes per què és important la seva declaració He escrit novament apretant les dents sobre raulromeva lindependentisme la crítica i les personespont 
FAVOR	ÚLTIMA HORA Missatge del president KRLS per commemorar laniversari del 20S La República és a les nostres mans 
FAVOR	És el Fairy màgic només afecta als piolins els votants no només no queien sinó que a mes podien quedarse drets amb un sol peu mentre amb laltre donaven patades als caps dels piolins afectats per la Fairytis 🤦 JudiciFARSA 
FAVOR	MRosagarciag SoCalCAT Nosaltres sabem que no Però oju només ho sabem nosaltres Ells no I el món amb els discursos de Puigdemont i els alegats de Junqueras al judici tampoc
FAVOR	El diàleg del PSOE dels GAL i el 155 1Van demanar per escrit al Parlament Europeu censurar i prohibir la xerrada dels Presidents Torra i Puigdemont 2No han demanat censurar ni prohibir lacte que faran els feixistes de VOX al Parlament Europeu el 6M PSOEfeixistes NOESPOT 
FAVOR	Incendi a Societat Civil Catalana desautoritzen el president per les crítiques al 155 i la presó preventiva 
AGAINST	Tots els juristes sen riuen quan senten que hi ha polítics acusats de rebel·lió Es pensen que és una broma Christophe Marchand advocat de lequip de Puigdemont FAQSbacallàTV3 ▶  
FAVOR	RT MoniJubells Recordeu sempre SI JO NO TINC POR TU NO TENS PODER JoAcuso 21FVagaGeneral SocUnaMuralla 
FAVOR	vpartal Perquè una cosa és Puigdemont I laltra els politics de vol gallinaci del Pdecat que tenen por a perdre la seva poltrona no només per Esquerra sino pel propi Puigdemont que és un vers lliure i passa molt del partit
AGAINST	BcnCatEu andarellabcn Viuen bé o viuen oprimits En què quedem
AGAINST	No renunciarem mai al diàleg meritxellbatet 
AGAINST	Sobre la falàcia del mandat democratic sobre la llei 
FAVOR	Quan Catalunya sigui lliure i república sobirana podrà dictar ordres de detenció si polítics espanyols que han amenaçat o portar a terme repressió contra Catalunya trepitgen territori català
FAVOR	Avui fa 623 dies que en sandrorosell i en Joan Besolí estan a la presó Tornareu a viure en llibertat nosaltres ho farem possible Entre tots retornemlos la llibertat AlcemLaVeu SandroEtVolemACasa
NEUTRAL	RT MonicaSabata No som aquí per buscar un somni nosaltres som el somni Ho deia na Muriel Avui fa tres anys que ens va deixar Et tr
FAVOR	La feina de EspanaGlobal es impecable ets un crack JosepBorrellF La Manada en llibertat 😂😂😂😂😂😂😂😂😂😂😂😂 ThisIsTheRealSpain JoAcuso 
FAVOR	Contra lodi Contra el feixisme Contra la imposició Per la llibertat dexpressió Contramanifestació ARA TotsaSantJaume OmplimSantJaume ElCatalàNoEsToca 
AGAINST	laxarxaxanante1 Que tinguem un bon día sense visites no desitjadesAvui tinc una cita pero berenar amb els companyans de l escola França de Terrassa
NEUTRAL	Lobra de teatre El carrer és nostre que es noti de CoopCurcuma queda cancel·lada ja que coincideix amb la vaga general convocada per aquest dijous 21 de febrer Disculpeu les molèsties Tornarem a fer difusió més endavant si la podem tornar a programar BcnEixample 
FAVOR	140219 El conseller joseprull és un pres polític ostatge de lEstat espanyol a la presó de Soto del Real Fa 360 nits que està tancat pel fet dhaver obeït el mandat del poble de Catalunya que va sortir de les urnes JudiciFarsa LlibertatRull LlibertatPresosPolítics 🎗 
FAVOR	Després de veure com el President Puigdemont demana un referèndum pactat amb Espanya i tota la parròquia independentista laplaudeix he decidit que el dia 29S i el 1Oct em quedaré a casa No vull perdre el temps No penso tornar a sortir si no és per rodejar el Parlament
AGAINST	4 imatges dahir des de Formiguères Capcir El Carlit els Perics alineats el Madrès i el Canigó dia radiant 324eltemps arameteo Meteocat StormHour ThePhotoHour Pirineu mountains SoniaPapell AlfredRPico MeteoPyrenees ThePhotoHour EarthandClouds StormHour ski 
AGAINST	RibesAlicia oserrar2 CUPSantMarti CDRPoblenou cupnacional ClotDecideix CDRCatOficial Ni a les urnes ni als cops de porra dels antidisturbis no cal que ens peguin si no provoquen disturbis ni ens passem les lleis pel forro No vam votar perquè eren votacions illegals sense cap validesa
AGAINST	RT QueenChingona Dale la vuelta a tu teléfono ɐuɐɯǝs ɹoǝd nʇ ɹǝs ɐ ɐʌ ɐʇsǝ sɐǝʇınʇǝɹ ol ou ıs ǝɥɔou ɐʇsǝ sɐuǝnq sɐıɔıʇou ɹǝuǝʇ ɐ sɐʌ oʇ
FAVOR	KRLS VicenGracia ForcadellCarme jordialapreso jcuixart quimforn junqueras jorditurull raulromeva joseprull dolorsbassac Van repetint tantes vegades democràcia transparència estat de dret imparcialitat  que al final aconseguiran tenir una lleugera noció de lo que signifiquen  o els hi faran entendre 
AGAINST	santanagonalez del ppbcn demana a StAndreuEnComu infomració sobre lestat del Casal de gent Gran que sha de fer a la Trinitat Vella El Govern respon que estan a lespera de BIMSA i accepta el prec plesantandreu
AGAINST	Després de quatre anys de govern podem constatar q ColauNoFunciona Ella i el seu govern shan mostrar incapaços dafrontar els reptes de la nostra ciutat Vols saber quins són els seus fracassos i incompliments Accedeix al mapa q hem elaborat 👇  
FAVOR	Això és molt bona idea però impossible perquè guanyaria el SÍ àmpliament i els nostres polítics processistes shaurien dinventar una nova excusa Ells prefereixen que votem per separat i amb programes sense objectius així no han de donar explicacions 
FAVOR	370 nits sense vosaltres joseprull jorditurull quimforn Inventen respostes a entrevistes tergiversen proves manipulen tot molt propi duna justícia modèl·lica i de referència al món Quina vergonya de JudiciFARSA Fàstic JoAcuso FakeJustice 
AGAINST	RT memescatalans En Junqueras començant les respostes a linterrogatori amb Ebrios patanes del jurado 
FAVOR	URGENT Exitàs del President Puigdemont a la Universitat de Groningen on diu això 💪💪 Moltes gràcies President KRLS per la feina que està fent 💪💪 
FAVOR	RT VilaWeb Puigdemont denuncia a la defensora del poble europea el veto de Tajani a la seva conferència 
FAVOR	Ahir vaig expresar la meva manca de motivació per votar el 28A tal i com estan els partits que suposadament hauríem de votar avui No descarto votar si es produeixen canvis Llista unitària de bloqueig real Crida  CUP CUP Amb compromís indepe al 100 Sense ibèrics ni vividors
AGAINST	13219 JovesCCOO Acció Jove de CCOO Parlem de feina a lInstitut La Guineueta en el marc de les Jornades Tècniques EstherV63551606 ccooeducacio CCOOFP CCOOEduBCN rodriplaza cnadal8 inslaguineueta elenacahi tesperabe AmbTuTenimLaForça 
NEUTRAL	Miquel Escudero Els populismes distorsionen la realitat de la Constitució 
FAVOR	1 El PSOE és un partit espanyol 2 El PSOE és partit del sistema del 1978 3 El PSOE mai sacostarà a cap partit independentista perquè perdria tota oportunitat de governar durant dècades el seu país 4 Si hi ha polítics catalans que no entenen 1 2 i 3 és que no entenen res
FAVOR	La CUPCC emplaça JxCat i ERC a una reunió trilateral en les properes hores per tal de desbloquejar laplicació dels resultats de les eleccions del 21D i construir República L1 dOctubre ens obliga i el moviment independentista ho mereix i reclama Dempeus República
AGAINST	gtns3 Qué genes el nuevo buda sepacat  ENHORABUENA Ha nascut el minyonet 🤺🤺🇪🇸🤺🇪🇸🤺🇪🇸❤️😂🤣😂
AGAINST	Bernat Us està quedant una CA collonuda molt millor que abans de la setència del constitucional sobre lestatut Chapeau bona feina nois Brindem
AGAINST	RT antoniobanos És inquietant o només mho sembla a mi 
FAVOR	Preguntat x les crítiques dextècnics dexteriors  les delegacions són autonomistes i deutores del 155 respon q cal valorar lactitud dels directius q van aguantar el cop i mantenir la presència cat a lexterior  Digueunos el nom d1 sol delegat q no fugís conseller
FAVOR	Ara sabem don va sortir la negativa a no aplicar el 155 el MILLO nés el primer responsable Ell mateix ho acaba de reconèixer en el judici i en un to fatxenda de pinxaolives MILLO  BOTIFLER 
AGAINST	Jo també sóc poble de Catalunya i no em sento jutjada Com realment em sento és oblidada o millor dit rebutjada per els q diuen governar en nom de tots els catalans només pel fet q no crec en la uniteralitat i per que defenso el respecte a la llei i al que pensa diferent 
FAVOR	RT Tonia58907603 NoSurrenderCat Ens volen sumisos i sotmesos però no ho asonseguiran Som un poble imparable
AGAINST	Si el GironaFC i el LleidaEsportiu no es diuen Gerona ni Lérida al parlar castellà el SDHuesca no shauria de dir Osca al parlar català oi 
AGAINST	didaclopez espioge No tinc res en contra dels llimacs Són essers que deixen rastre però no ho fan per fotre
FAVOR	Tots els independentistes que vàreu votar EsquerraERC a les darreres eleccions al fil de les seves darreres declaracions els tornareu a votar per tal de fer efectiva la República RT si us plau
AGAINST	És urgent un meteorit que ens enviï a la merda a tots ja duna vegada 
AGAINST	RLiarte annasjd Ivan29789636 KnoArbones AlbanoDante76 MartaSibina Obvi I jo que vaig fer una assignatura dEconomia política a la carrera de Dret ja puc entrar directament a lFMI
FAVOR	Leurodiputat que va convidar Puigdemont i Torra al Parlament Europeu denuncia intimidacions Per MariaMacia a elnacionalcat 
AGAINST	unesser Mira que arriba a ser antidemocràtic aquest paio
NEUTRAL	Uaaau Quin honor estar present als premisdelacrítica nominada al costat de gent tan brutal i admirada Al maig tornarem al teatrelliure amb El Temps Que Estiguem Junts Milions de gràcies Recomana I llarga vida als Premis de la Crítica 
AGAINST	Nefele61 QuimTorraiPla 😂😂😂endavant Torrat verás que igual acabas en Waterloo 😂
AGAINST	45 hores després de denunciarho a la G Urbana ningú ha vingut a retirarla MAI ha vingut ningú a retirarles A qui protegeix lAjuntament Sra nuriamarinlh  Als veins segur que no LHospitalet Mobike
FAVOR	Que diu que PODEM no participarà de la Diada perquè distorsiona la normalitat  no com això dels presos polítics i exiliats que li dóna un aire de normalitat vintage 
AGAINST	RT ricardbiel Ferse indepe  Vet aquí la tragèdia de lindependentisme i lesplendor del processisme
FAVOR	📄 Entrevista a jcuixart president domnium a lagenciaacn El judici als presos polítics és el major atac a la democràcia des del cop destat del 23F 
NEUTRAL	Que larbre no tapi el bosc ni el rentavaixelles els plats trencats FAIRY Millo 1oct NiOblitNiPerdó JudiciFarsa 
FAVOR	RaholaOficial La oferta de CiudadanosCs per Catalunya es una senyora andalusa que odia aquesta terra i un polític francès fracasat i xenòfob etfelicitofill quehihaalgumes Valls
FAVOR	Llavors Mai més digueu 2 milions d indepes Som més de 4 milions 4 milions i escaig 4 milions i mig qüasi 5 milions Si us plau
AGAINST	vetoaquit em falta moltes coses per aprendre i conèixer i crec en les mentides piadoses Però en el cas que parlem ni una cosa ni l´altra
FAVOR	9 Crec que aquestes accions les podem dividir en tres blocs  Desestabilitzar lEstat Espanyol  Assolir més del 50 dels vots en unes eleccions  Demostrar que si no saccepta un referèndum seguirem la via unilateral apel·lant a la Causa Justa
FAVOR	RT annavic91376175 NoSurrenderCat Ells encara hi són continúen pensant que val la pena lluitar Somhi 
AGAINST	QuimMonzo LaVanguardia Lol Podries escriure una carta al fabricant O enviarli larricle
AGAINST	La cárcel de Puigdemont Luis Mauri luismauri 
NEUTRAL	RT rovigar59 La TV basca destapa la corrupció a lExèrcit de mandos militares y políticos via elnacionalcat 
FAVOR	RT AdvoCATsPerCAT 🗣AGENDA🗣 Companys de JuristesLlibert parlaràn del JudiciFarsa 📅Dimarts 2602 ⏰1930h 📌Cinema Municipal dArnes 
NEUTRAL	La Rodelinda de Händel arriba al Liceu per primera vegada en la història 
AGAINST	EvaCarb3 JotaMSilvaA Quina convivència Perquè els no independentistes vam passar aquells dies amb inquietud i tancats a casa Això no és posar la convivència per davant
AGAINST	Igual que els FUGATS DELINQUENTS Exactament igual LA VERGONYA NI LA CONEIXEU  
FAVOR	Nessie244 jcanadellb JoanTarda EsquerraERC És molt facil o no han estat mai independentistes o prioritzen la llibertat de junqueras a la Independència En qualsevol cas tristíssim
FAVOR	RT amargantolga MareMeva lexcap dinformació d Mossos 🤦‍♀️ al JudiciFarsa Fa por q hagi tingut tanta responsabilitat Té més llums un
FAVOR	Laura26795158 LauraCarreras isca681 Jurassicq SaisRoser InformacioCat cupnacional EsquerraERC gebelque El que no tenen ni cap ni peus son aquestes crides a la llista única com si ens hi anés la vida sense cap argument de prou pes que ho avali El millor argument és que hi ah un sector de liND que se sent més comode no triant entre opció política
FAVOR	ERCPDeCAT sempre estan a contrapeu La reforma dels aforaments és popular Votar NO té costos votar SÍ com a la investidura també ERCPDeCAT haurien de sortir JA i dir que només hi votaran si selimina la inviolabilitat i irresponsabilitat del rei cosa que no acceptaran 
FAVOR	El Joanbonanit és un noi que va cada dia a Lledoners i els dona la bona nit als presos nostres els hi canta i cridant dóna la bona nit dient el nom de cadascú molt emocionat Ahir va sortir un noi pres després de 8 anys tancat de Lledoners va portar aquesta samarreta al Joan 
AGAINST	CatalunyaDiari junqueras EUCommission Y Puigdemont para el Nobel de la Paz 😂😂
FAVOR	Alerta ara mateix hi ha acampats espanyolistes a la plaça Catalunya No caiguem en provocacions evitem el conflicte AlertaUltra 
AGAINST	Seguirem defensant lesperança i no ho podríem fer sense vosaltres La força de la gent comuna ens ha portat on som i junts seguirem fent de BCN un referent de ciutat feta des de lamor i no des de lodi Gràcies per serhi i per lluitar per una ciutat valenta SumemPerGuanyar 
AGAINST	AAtzucat KenHaprenguin moragasai No sóc jurista ni tu tampoc imagino Se el que sabem tothom que els avisaven que per votar shan de seguir les regles del joc la llei que no es pot petar tot perquè a una part no li agrada 
FAVOR	RT elnacionalcat ÚLTIMAHORA  Sánchez proposa per a Catalunya un referèndum dautogovern no dautodeterminació 
FAVOR	Me nalegro molt Per tu valtonyc I per la democràcia Europa és un espai de llibertat on els abusos de certs Estats esdevenen finalment inacceptables 
AGAINST	bernatsantacana JulenBR96 marina098 TitoEliteTx Classe treballadora Patrons No em facis riure Ni sabeu què vol dir això Esteu plens de paraules buides com els vostres cervells Quan hàgiu cotitzat 30 anys en parlem de la classe treballadora 
AGAINST	🔴👉🏼 meritxellbatet Catalunya ja no pot perdre més el temps Això no va només dun govern o duns pressupostos sinó de la millora de les condicions de present i futur dels ciutadans És hora de fer passos endavant De canviar de marxa De despertar i tocar de peus a terra 
AGAINST	Fa anys que estic donat dalta a lepígraf 016 dactivitats econòmiques Encara no sé si en qualitat dhumorista caricato o excéntrico 
NEUTRAL	Detingut per intentar agredir mossos amb un ganivet a Barcelona 
FAVOR	Si la gent del carrer esteu flipant amb el judici i les normes que el Marchena es treu de sus santos cojones  els professionals del Dret ja ni us explico JudiciTV3CatRàdio
AGAINST	Que ho diguin clar que ho admetin obertament És millor seguirse queixant de tot que arreglar alguna cosa  i ja està no passa res Es diu i ja està
FAVOR	jsccatalunya Si la joventut només sou capaços d fe la gracieta al cap x temes merament electorals i no feu crítica ferotge a latemptat més indigne en contra de la democràcia 155 q ha viscut mai aquest país en els últs 80 anys el futur serà molt negre Sort q la ciutadania no us fem cas
AGAINST	📽InesArrimadas Després danys de desgovern populista a Barcelona de ficar els problemes a un calaix i crearne nous ara tenim loportunitat de tornar a un projecte de seny moderat i innovador Això és el que representa manuelvalls VolemManuelValls VallsBCN2019 
AGAINST	El carnisser dAlella diu que hi havia dos tipus de llaços els que havia posat la gent amb un nus doble i uns altres amb un nus simple que segons veïns del poble haurien col·locat prèviament persones de Cs per a que Rivera i Arrimadas els poguessin treure sense cap esforç 
AGAINST	RT CGTEnsenyament Barcelona Catalunya VagaFeminista ens veiem a les 1730h 📍 Gran Via amb Carrer Llançà 
FAVOR	Laura26795158 LauraCarreras isca681 Jurassicq SaisRoser InformacioCat cupnacional EsquerraERC gebelque Sí sí jo només contestava al tuit que proposaves La meva opinió és q no hi ha cap avantatge amb la llista única que mai ha estat única Està clar que el 21D es van sentir cridats a votar 120000 ciutadans més el motiu només el sap cadascun dells
FAVOR	El portaveu de lAssociació Unificada de la Guàrdia Civil diu que lordre dactuar l1O ve dun càrrec polític i critica la declaració al Suprem dels polítics responsables de lactuació policial  JudiciTV3CatRàdio 
FAVOR	Fa un any estava camí del TS acusada de rebelió i no sabia si en sortiria La força del suport de la gent que vaig sentir aquell dia és allò que ens farà guanyar Gràcies per serhi ✊ JoAcuso 
NEUTRAL	RT SeyKathy Amb el títol ja nhi ha prou però us convido a llegir aquest article de la desireebela 8M 
NEUTRAL	Sobretot no compartiu la imatge de Montserrat del Toro secretària judicial del jutjat dinstrucció n13 de Barcelona NOESPOT 
AGAINST	A veure Han condemnat a músics Han perseguit a pallassos Han imputat a bombers Han censurat exposicions Han denunciat a gent per tuitejar Han perseguit el color groc I el pitjor de tots tenim mig govern a la presó i mig govern a lexili Immoral No tens VERGONYA 
FAVOR	RT cbertran67 De debò que Europa no reaccionarà davant daquests pallassos de dirigents que ens col·loquen TajaniPuppetOfFascism
FAVOR	No us sembla que Millo avui i Nieto ahir responien a la Fiscalia sabent el que els anaven a preguntar Digueume malpensat però en aquest JudiciFarsa a falta de de 450 testimonis i veient Marchena el peix sembla venut LlibertatPresosPoliticsiexiliats 
NEUTRAL	Quan leconomia és global i les legislacions i els instruments de poder polític són nacionals la disfuncionalitat és evident Els estats nació no poden garantirnos benestar ni democràcia En parlen JosepBurgayaR i montserrattura 7 març 19h LaCentral 
FAVOR	RT 2Joanr cartell a tot color 21FVagaGeneral VagaGeneral LlibertatPresosPolítics Democracia 
NEUTRAL	jorditurull defensa que lindependentisme a Catalunya va de baix a dalt 
AGAINST	Respartintoctavetes per la vaga laboral de 2 hores del 8M  Per eliminar tot tipus de bretxa  Per posar fi a tot tipus de violència  Per eliminar tot tipus de desigualtat El 8 de Març segueix la vaga laboralde 2 hores per torn ccoocatalunya EnsPlantem 8MCadaDia 
AGAINST	NoEsPotCat desvalls5 Es una cosa que la fan molt sovint per provocar violència per part dels Mossos estan coordinats
AGAINST	BernatDedeu I una pregunta tonta per què li tens tant dodi a Espanya si qui than timat han estat els polítics de la Generalitat de Catalunya 
FAVOR	Pssst Que ja som 7000 impliCATs  😎 Gràcies a tothom per serhi i celebrarho el DiaInternacionalDeLesDones 😊💪 Visiteunos aquí 👇  8M 8M2019 8MVagaFeminista VagaFeminista8M diadeladona JudiciTV3CatRàdio JudiciFarsa Barcelona catalunya 
FAVOR	🔴 Van den Eynde No hi ha hagut cap alçament violent i no hi ha hagut cap despesa per comprometre el patrimoni públic Estem davant dun conflicte polític que sha de solucionar políticament  JudiciTV3CatRàdio 
NEUTRAL	Referents socials sortits de grans fenòmens com OT fent discurs feminista és BIEN 
NEUTRAL	Amics catalans Per favor anau a votar dia 28 Ja sé que a voltros no us importa però als mallorquins que ens quedarem a Espanya necessitam al manco que no manin els fascistes🙏🙏🙏🙏🙏🙏
AGAINST	ginadrieguez Bloc mixt Què és
AGAINST	XavimacuX AAixurach alfonsgodall josepcosta terrall2228 Controlant Gairebé ningú presenta ni lIVa ni lIRPF a lATC i lIS ningú Qui i com controlarà el territori Sense jutícia no es pot tenir cap República Seguretat social Pensions i prestacions Política exterior
FAVOR	Avuifa 110 anys va néixer Simone Weil Fou una filòsofa humanista escriptora i activista política francesa Considerada lúnica filòsofa dhaver viscut clarament la condició obrera morí a ledat de 34 anys  
AGAINST	Hola AdaColau  resulta que volem saber quina era la multinacional que intentava subornarte fent una il·legalitat que perjudica les Universitats Cal denunciar als corruptors oi O els penses encobrir
AGAINST	ramoncotarelo AlbanoDante76 Albano no se que fa falta més per que siguis o et declaris independentista Ñ no la canviaras en 1000 vides i amb CAT tens tenim una oportunitat de fer de construir entre tots un país que sigui exemple i mírall per altres paísos del mon
NEUTRAL	RT JoanFrei rovigar59 Ara toquen les Cambres Autònoms 8 de Maig 
FAVOR	RT Eduair No permetem labús de les forces docupació  Fora de Catalunya OmplimStJaume 29S llibreslliures
AGAINST	voluntatdeser barrugat pilarcarracelas KhommonNoise La República del Congo per els congolenys Catalunya es de tots Bona nit benvolgut conciudatà
FAVOR	RT MiqGM SpanishInquisition ThisIsTheRealSpain El TEDH va condemnar Espanya en 9 de les 10 sentències dictades el 2018 
AGAINST	Quan acabin el judici podriem parlar pausadament sobre com el nostre govern va incomplir el mandat popular pel qual ens vàrem jugar literalment el físic
FAVOR	Ets un merda miqueliceta El teu cinisme és insultat per a qualsevol persona amb una mínima dignitat Ets una vergonya Ignominiós tot plegat desgraciat I recorda mai ens rendirem No podreu amb nosaltres Els carrers bulliran LlibertatPresosPolítics 
AGAINST	RT Jurassicq El reglament intern de Ciutadans diu que sha dapartar Rivera per haver mentit sobre el currículum 
FAVOR	RT abelriu Els Mossos protegint fatxes i pegant indepes Lordre intergalàctic post pujolista ha estat reestablert
FAVOR	MireiaPujol Falcokl13 CridaNacional cupnacional No penso votar ni PdCat ni ERC  Prefereixo abstenció
FAVOR	ramirp Estem agafant tanta indignació  que possiblement la dignitat dels nostres presos no sigui suficient per ofegar la  tardor calenta i lliberacio  no es pot parlar amb qui no vol escoltar no es pot mostrar a qui no vol veure
FAVOR	Escoltant la declaració dEnric Millo al judici revisc com va ferse l1O La gent dormint als col·legis amb excuses dactivitats escolars imaginación al poder diu Millo i com els polítics van complir la llei però alhora desobeintla Moltes gràcies gent i polítics
AGAINST	VagaFeminista8M ara mateix a la Plaça Cerda Barcelona No es no 
FAVOR	Els ADICTES fa estona que som a la Plaça Vella de Terrassa per celebrar el 50è aniversari del conseller joseprull permoltsanysjosep omplimlavella UsVolemACasa FreeTothom 
AGAINST	elnacionalcat Si no assaltes la delegació de la UE a BCN com va fer lANC ves per on et donen permissos voxbarcelona quantes vegades lha assaltat 
FAVOR	RT jordiambjota Que preparin les maletes i les urnes jo no vaig votar aquesta estafa el 21D 
FAVOR	La República també la lluitarem per tú La millor eina perquè puguis tornar a casa ✊🏼 AdriEtVolemACasa EtVolemACasa 
FAVOR	Casado insisteix amb un 155 il·limitat i que el govern espanyol nomeni el Goven via elnacionalcat  I DEMA MAFAITES PSICOPATA
AGAINST	RT PrimariesTorto1 El Comitè Electoral de Primàries Tortosa PrimariesTorto1 PrimariesCat CanviemElGuió 
AGAINST	Estem amb tu AnnaErra AlcaldessaVic Junts forts animats CapALaIndependència Convoquem a tothom 📌Dilluns 25 de febrer a les 1100 del matí 📍al Jutjat de Vic 
FAVOR	cauteixonera HayKjoderse És el que esta esperant tant els polítics dallà com els daquí La única arma que tenen és guanyar temps i esgotarnos TOTS i TOTES som imprescindibles Aguantem i cuidemnos entre nosaltres Un futur millor està en joc Aguanta germana DONEC PERFICIAM ☆🎗🎗🎗🎗
FAVOR	i 8 posin les piles La independència depèn de nosaltres No vindrà ningú a ajudarnos No hi haurà solucions màgiques Depèn bàsicament de tots Govern Parlament i poble mobilitzat Secretariat Nacional Assemblea Nacional Catalana
FAVOR	Bona nit agapornis Quin líder polític pres o exilliat republicà ha actuat amb més coherència el darrer any RT per ampliar la mostra Gràcies
FAVOR	Carta del Pres del Parlament Flamenc al Pres del Parlament Europeu EPPresident És una vergonya qe el Parlament Europeu prohibeixi la conferència dels MHP Puigdemont i Torra LEU no hauria de violar les regles de la democràcia i la llibertat dexpressió sinó defensarles  
AGAINST	cloudechka JZaragoza Es refereix al PP i companyia en comçaració amb el Psoe però tant se val segur que a ell també li molaria I al Psoe per molt que dissimulin
AGAINST	Si la direcció dun partit polític està a la presó la direcció del partit està en mans de lEstat OtegiGarzónTV3 ▶️  JudiciTV3CatRàdio 
FAVOR	Vam fer creure als ciutadans que ens creiem lo de la independència i ara hem de dir estúpids als ciutadans per creure s les nostres mentides  Mentides màgiques d ERC
AGAINST	El Parlament aprova una comissió dinvestigació sobre la monarquia Ha de ser la guillotina que acabi amb el règim del 78 
FAVOR	ÚLTIMA HORA Acord per blindar els Tenint en compte que el vot dels diputats és inviolable amb la votació de la declaració dindependència no hi va haver responsabilitats penals per als 72 diputats que la van votar 
NEUTRAL	RT aleixsarri apereirasole Aberrant Un todo por la patria judicial
FAVOR	Romeva Jo vaig veure violència la que van exercir de manera incomprensible i injustificada els cossos i forces de seguretat de lEstat judici1O 
AGAINST	Mick Jagger fa una copeta de cava cada vegada que en cau algun
FAVOR	garciroser ramirp Tots tots tots els indepes a votar sobretot també a les espanyoles i a les europees
FAVOR	Després de la gran manifestació independentista de l 11s a la Diagonal creus que els polítics haurien de dimitir per no haver acomplert el mandat que reclama la majoria del poble català Retuits i vots
FAVOR	Escoltant alguns portaveus dassociacions de jutges sembla que no passa res si 30 jutges són feixistes dun total de 5000 Doncs res només cal resar perquè no tinguis la mala sort que et toqui un jutge feixista Justícia i tal quina pena tot plegat
AGAINST	ccascarrabias EnricMillo joethebrew Impossible que la notícia de lescorcoll a economia fos a les 743 ja que encara no havia arribat la GC
NEUTRAL	RT onyricmusical FunHomeBcn nominat a Millor Musical als Premisdelacrítica 🙌 Sort a tots els finalistes 
AGAINST	RT AGG7799 Atenció FIL de comentaris reaccionant a la violència exercida pels gossos de lestat assassins a sou l1Oct 
