LABEL	preprocessing_C
FAVOR	Xevi Xirgo No és habitual publicar anuncis de forma gratuïta però en aquest cas ho vam fer i en altres casos excepcionals quan representen valors del nostre diari  JudiciTV3CatRàdio 
AGAINST	Massanassa ha sigut portada de diaris 4 voltes en el que portem dany per robatoris estafes i demés delictes A banda hem sabut que des de lequip de govern PPCs sha tornat a deixar sol a un agent a càrrerc de la seguretat de tot el poble FIL👇 
AGAINST	Grande Marlaska insinuant a elmonarac1 que el registre de la seu de les CUP el 20S no hi va haver cap irregularitat Un Estat en descomposició JoAcuso JudiciTV3CatRàdio JudiciFarsa
FAVOR	rosetjordi jcanadellb carlescampuzano jordixucla KRLS miriamnoguerasM De que carai val fer un congrés de renovació davidbonvehi si igualment heu de complir amb quotes amb la vella política Tot per no donar una imatge de divisió Desitjo la liquidació del Pdemocratacat i fent net els que volen i lluiten per la república vinguin a CridaNacional
NONE	El ministeri públic considera que el relat dels fets de la sentència de La Manada recull sense cap dubte una actitud intimidatòria  
FAVOR	alfonsgodall Si no votem els partits catalans que arribin a Madrid no tindran cap mena de força ni de bloqueig institucional ni per frenar res que pugui anar contra CAT Per mi el veritable problema és a qui votar Ara com ara ni ERC ni PdCat són opcions Si és presenta CUP serà una via
FAVOR	carlesral diputat de la cupnacional Vam haver de patir una agressió sense precedents cap a Carme Forcadell va ser una política veritablement dassetjament  
NONE	Sacaba la sessió davui El judici es reprendrà demà a les 930 seguint amb linterrogatori a Diego Pérez de los Cobos També declararà la secretària judicial del 20S Montserrat del Toro  JudiciTV3CatRàdio 
NONE	Els presos reben la citació per a lobertura de judici el 12 de febrer 
NONE	Turull Tot i que sintenti crear tensió i violència a Catalunya és una operació fracàs ara abans i després  JudiciTV3CatRàdio 
NONE	Joaquim Forn El cens universal pretenia que qualsevol persona pogués votar encara que no fos en el seu col·legi electoral  Lexconseller ha afirmat no conèixer els detalls del cens  JudiciTV3CatRàdio 
AGAINST	Mossos quan volgueu un augment de sou ja sabeu què heu de corejar a les vostres manifestacions PUIGDEMONT A PRISIÓN PUIGDEMONT A PRISIÓN PUIGDEMONT A PRISIÓN com els de JUSAPOL avui 
AGAINST	Hola mossos ANCMossos Aquest individu ha proferit amenaçes GRAVISSIMES Us en podeu fer càrrec si us plau Difoneu i visiteu a aquest impresentable que ha borrat les amenaçes  son així de valents difusio stopfascism EndavantRepublica vergonya femdifusio 
FAVOR	gonzalezpons interiorgob policia guardiacivil Deja la droga hombre Què trist veure aquest babejant de ganes de detenir Puigdemont JoAcuso ppodrit Independència
FAVOR	Declaració de Joaquim Forn  LlibertatPresesPolítics LlibertatPresosPolítics RetornExiliadesIExiliats Independència ProcésConstituent RepúblicaCatalana
FAVOR	📢Divendres fem vaga 🗣consellera TeresaJorda Demà hem de mobilitzarnos i sortir al carrer Volem un país amb igualtat doportunitats una República feminista ✊🚺 ➕Sumat al JoFaigVaga8M 👉 
FAVOR	Al final la única violència que hi va haver va ser provocada pels de sempre Pel mateix costat I no creiem que la democràcia hagi de recular davant la violència La democràcia ha de guanyar I aquell dia ho va fer
AGAINST	RT alertatrollcat ON ANIREM AQUEST CAP DE SETMANA OmplimStJaume 29S llibreslliures 
NONE	RT CatorzeCat Gustav Klimt va morir avui fa 101 anys Acompanyeunos a contemplar 14 de les seves obres 
NONE	Els Estats Units avisen nicolasmaduro que si Guaidó té dificultats per tornar a Veneçuela hi haurà una resposta forta de Washington i la comunitat internacional  
FAVOR	El mal no és que no tinguin títol sinó 1 que tinguin complex dinferioritat per no tenirne 2 que facin trampes per fer veure que el tenen 3 i el pitjor que als seus votants sels en refoti i en comptes dexigirlos la dimissió els tornin a votar 
AGAINST	El govern de bcnencomu ha fet de la ciutat un referent de valentia de ciutadania empoderada de diversitat dinnovació i democràcia on tothom compta i ningú queda enrere Volem q això no saturi Implicat a la campanya Ada2019 
AGAINST	wagensberg La primera farsa el Referèndum i la declaració dIndependencia
AGAINST	jcoscu I tu què et pensaves que era el nacionalisme i els nacionalistes Gent de pau JA
FAVOR	▶ Especial judici del procés Joan Queralt catedràtic de Dret Penal de la UB i Marc Molins advocat penalista analitzen la segona jornada de les qüestions prèvies  Més324 JudiciTV3CatRàdio
FAVOR	RT VilaWeb La UAB celebrarà un referèndum sobre la monarquia el 20 de març 
NONE	RT QuicoSalles La mala traducció dun informe dels Mossos prova de descàrrec de Forn Pompeu Fabra deixa en evidència lEstat 
FAVOR	RT cotjulia Que els independentistes haguéssim despertat el feixisme mira Però haver despertat en Víctor Amela no té cap mena de per
NONE	RT Cervera78964718 De debò que el fiscal ha dit que els castellers es van llençar sobre els policies
AGAINST	RT SusodeToro1 Aquí faltó FAIRY 
FAVOR	El president andalús satorga el dret de representar els andalusos residents a Catalunya Declaracions polèmiques de Moreno que afirma que la Junta Andalusa és el govern dels andalusos que es van quedar 
AGAINST	🎙️YagoAlonsoBCN Pensem que el govern dAda Colau ha posat en perill el futur del zoo Han deixat fora a la comunitat científica i als experts Ens sembla increïble que es vulgui aprovar una ordenança municipal que no sabem quines conseqüències tindrà És una irresponsabilitat
FAVOR	Si es pensa Europa i España que ho deixarem estar no coneixen els catalans Lluitarem fins al final i mai mai mai ens rendirem 🎗🎗 NoSurrenderCat
AGAINST	CCOOpublica CCOOeducacio educaciocat HuertasCcoo msanguesa CCOOEduBCN mpulidogu LleidaEducacio CCOOEduVOcc RuanoMarta AranCCOO tesperabe Gràcies per la vostra feina en defensa dels drets laborals dels treballadorses de lensenyament en particular i de tots i totes les treballadores en general A les properes eleccions sindicals dels i les mestras de Catalunya el meu suport per CCOO
NONE	KALIMERO1960 palauresist Dracs1991 El 13 el Palau ha de ser un infern Primer pq venen els indesitjables i segon pq necessitem la victòria Cridar com grecs Comportarnos com sempre
NONE	El portaveu del sindicat majoritari de la Guàrdia Civil diu que és un misteri que no se sàpiga qui va donar les ordres de replegarse l1O en referència a la declaració de Zoido al Suprem JudiciTV3CatRàdio 
NONE	La Xina modera lobjectiu de creixement per al 2019 entre el 6 I el 65 Ho anuncia ara el primer ministre xinès en el discurs dobertura del plenari anual de lAssembla Popular el parlament
NONE	Sha de ser impresentable i cínic per fer aquesta pregunta Si falten polítics com Ernest Lluch es per culpa dalguns que es van dedicar a matarlos I encara laltre adalid de la democracia li respón que si Quin vergonya tot plegat 
FAVOR	Recull de mentides i manipulacions que ha dit en Rivera Ara queda una mica curt ja que el vaig fer fa mesos però igualment val la pena RiveraManipula 
AGAINST	BernatDedeu elsaartadi perearagones I algú es creu el miserable del Sostres Au💩💩💩💩
NONE	Els observadors internacionals després duna setmana de judici alerten que lacusació no té en compte que les accions podrien estar emparades per drets fonamentals JudiciTV3CatRàdio 
FAVOR	Perquè avui fa 1 any Va començar TOT 🏗 20S vam trencar amb Espanya i tot el que representa Però encara hem de seguir lluitant Tothom avui a Barcelona 1930h Gran Via amb Rambla Catalunya Welcome to the catalan republic 
AGAINST	Ei nois que en Millo sha enfadat per aquest meme i la DolorsBoatella lha hagut de retirar No el retuiteu si us plau No ho feu eh FemXarxa FAIRY FairyBorroka JudiciFarsa JoAcuso FairyElMilagroAntiFacha 
NONE	RT apicslleida Interessant article enhorabona 
FAVOR	RT AiMariaa IsabelcastroG Catindp Ni al referendum ni a les estructures destat que havia promès fer Ni un euro tampoc a això Farsa t
AGAINST	tonicantona A això que ella fa li diu opinar  Té conya la cosa Ara opinar es vomitar consignas Bé allà ella i a seva dignitat
AGAINST	La Dolors Montserrat té raó en una cosa el groc fa molt que existeix Això sí només els molesta des que els llaços grocs exigeixen la llibertat dels presos polítics i acabar amb la injustícia El teu suport és la nostra força Festen soci 
AGAINST	RT Tiradoraroja Necessitàvem veure això joder 8MBarcelona 8m 
AGAINST	Pilar Rahola cobra 52500 euros de Tot es mou 
FAVOR	⚠️⚠️⚠️⚠️⚠️⚠️⚠️⚠️⚠️ Tot i no ser membre del govern forma part del bloc del 155 i es mostra proper i simpatitzant tant ell com el seu partit amb col·lectius ultres La seva última actuació ferse pintor amateur a la Rambla TarragonaXiula 
AGAINST	RT elnacionalcat La Guàrdia Urbana ha tornat a col·locar bé les flors aquest mateix matí tal com han explicat des del consistori 
NONE	El teatre és política en el sentit que canvia la mirada de la gent ens mostra una altra forma de veure les persones que ens envolten Entrevistem Didier Ruiz arran de la reposició en el teatrelliure de Trans 
AGAINST	Hi va haver 10000 urnes Hi va haver milions de paperetes Hi va haver 2315 centres de votació 14000 agents de policía i la guàrdia civil van mirar dimpedirho Prop de 3 milions de persones varen votar Hi hagué un REFERÈNDUM i vam guanyarlo Avui fa 334 dies de l1O 
FAVOR	RT jordimunozm El país dalguns indepes és petit petit 
AGAINST	EnricMar jrosell KenHaprenguin moragasai Conec un nano que van poder votar tenint 17 anys cas aïllat i anecdòtic suposo En tot cas parlem de què 5 milions i mig Doncs no van arribar als 2 milions
FAVOR	El juny de 2017 Coscubiela deia que la prova que lanunci de referèndum no té cap efecte és que el govern espanyol sempre actiu i agressiu judicialment no ha fet res Vull dir que al meu entendre el to de perdonavidesjoteniaraó se lhauria destalviar crec 
AGAINST	Indepes difonent dades personals de la secretaria judicial Amb quina finalitat Després diran que no hi ha tensió insults amenaçes ni violència cap els que no compren el relat processista
FAVOR	RT albertsegarrami Es tot una vergonya repugnat  Que miserables i quin fastic de judicifarsa 🎗🎗🎗🎗 
AGAINST	Adriel01895869 AEBCatalunya Estem a Espanya no es molesti però el nostre idioma es lEspanyol no el llemosí de Llemotges Oi que no Ja em semblava
NONE	foscar25 Jajajaja no no Quan em mori ja que paguin els qui quedin 😂😂
AGAINST	RT VilaWeb Crideu independència si és la independència allò que voleu I Leditorial de vpartal 
AGAINST	RT Manelindi Saben que com a PDeCAT o Convergència no els votaria ni déu 
NONE	Avui raulromeva i jorditurull han desmuntat altre cop les acusacions Si el Tribunal fa atenció a la llei i no a la ideologia han de quedar lliures Els demanem que siguin valents i tornin a la política el que és de la política 
AGAINST	Kilauea22 otelbruixot pepaalternativ adriaxj8 AlfredBosch Torra fa política De debò Ja poden estar tranquils a Madrid llavors I el pot anar on vulgui com a president de la Generalitat és clar Pero per fer política de partit que sho pagui ell o el seu grup
AGAINST	MiqueldeMarcos1 Llavors ets funcionari 😀
FAVOR	El meu pare 84 la meva mare 78 Ja shan apuntat 11S  La 1a vegada que vindran PrimeraDiada Commoguda per la seva fermesa i convicció SenseLesÀviesNoHiHaRevolució ElsAvisSeranSempreNostres 11S RepúblicaEsLlibertat
AGAINST	pilarcarracelas sbguarch siemprepositifo Doncs que els periodistes es plantin si passa a tot arreu Nosaltres tenim dret a pataleta
AGAINST	Si no pot tenir un pis tothom qui vulgui VIURE a Barcelona el criteri de triatge no haurien de ser els diners io la capacitat dendeutarte Quins No ho sé Però els diners segur que no
NONE	RT elpuntavui Mor el conductor dun turisme en un accident a la C51 a la Bisbal del Penedès EnTempsRealEPA 
FAVOR	Seguirem Ens adherirem Persistirem Lluitarem Som més Som moltes Unides en un sol crit Llibertat Vam anunciar una tardor calenta i calenta serà Avui ha estat el primer dia de la TardorCalenta Hi tornarem NoEnsAturarem EntresTotesTOT DecidimSer República 
FAVOR	La Guàrdia Civil manté efectius a Catalunya per si hi ha mobilitzacions  i caldria que el 20S posem laccent en larribada dels piolins Mai oblidem que el 20S el govern espanyol i aliats demostraren preferir la violència als arguments polítics per mantenir Espanya unida 
FAVOR	🔴ESTEM CONVOCATS🔴 Davant lamenaça i els atacs de la jusapol TESPEREM A 🏛️ Pl St Jaume 📆 Ds 2909 🕖 A partir d les 7h TOT homenatge als q vam fer possible l1OCT CAP als polis violents q ens van atonyinar x votar THI SUMES 29S OmplimSantJaume LlibresLliures 
FAVOR	⚖️ Ladvocat de jcuixart Benet Salellas ha demanat projecció de lentrada de les forces de seguretat al col·legi de Sant Julià de Ramis on havia de votar puigdemont El jutge Marchena no ho ha permès 👇🏻 
FAVOR	jmangues Orgullós de ser tambè soci dOmnium  Llengua Cultura Pais  Tot els q els reventa ès on Tots hi hariuem de ser omnium assemblea i  Gran persona i Gran Conseller jorditurull Orgullós dels nostres representants JudiciFARSA JoAcuso JudiciProcés
FAVOR	El president Quim Torra i el seu predecessor en el càrrec i actualment a lexili Carles Puigdemont han estat convidats per eurodiputats 
AGAINST	Pillan a Junqueras en un vídeo confesando que el butifarrèndum era ilegal  vía DolcaCatalunya
AGAINST	raimmon4 ANCMossos Que un indepe ens anomeni malalts amb tot el que hem pogut veure desde el procès fins ara demostra el grau de ceguera i sectarisme al que esteu sotmesos Pena no el següent
AGAINST	Moto robada a Barcelona al barri de Guinardo Honda Swing 125 Matricula 8830GXG Moto bastant bruta i amb la matricula aguantada amb brides Es de mon germa Please RT 
AGAINST	Cada cop hi ha més indepes caram Menys en Dante recordeu 
AGAINST	ESPECTACULAR Un llamp impacta sobre una torre dil·luminació Sha de veure 
NONE	Cuinant amb Marina Monsonís amb ingredients del carrer Joaquim Costa a P2P MACBABarcelona i preparant les estovalles amb la procedència dels ingredients 🥣 
NONE	🔊 Gir inesperat Després de les acusacions de passivitat als Mossos el primer comandament de la policia catalana a testificar trasllada la responsabilitat al Govern Lanàlisi de Judit Perpinyà JudiciTV3CatRàdio  
FAVOR	Nessun dorma 🎶🎶🎶  fins la victòria 🎗Rull50 Terrassa Llibertat Vinceró Democràcia i República joseprull KRLS QuimTorraiPla 
NONE	🔴 Segueix en directe la compareixença de la vicepresidenta del govern espanyol Carmen Calvo  
AGAINST	Us imagineu un presentador de TV espanyola amb una samarreta de Rajoy TV3 no és un aparell de propaganda no on vas a parar 
NONE	RT Tomat3n DolorsBoatella Lúnic Millo decent és el germà de EnricMillo qui li va cantar les quaranta quan el 155 per tv
FAVOR	Espanya és lúnic país del món que després de mes de 40 anys de suposada transició la situació política és més caòtica que abans de començar el teatre de levolució cap a la democràcia que mai ha existit
FAVOR	adicint kitaperit Només per la gent q posen al cap de la policia i la GC  ja haurien de tenir clar q són un país de feixistes i dirho clara i onertament  no Crec vaja o é tot per enganyara als indepes del lliri
FAVOR	LaRepublicaCat És inaudit això Ja podem fernos a la idea del que els hi caurà als pressos polítics España estado de deshecho
FAVOR	ramirp Sant tornemhi Però aquest cop referèndum acordat amb Europa amb el compromís de reconèixer Catalunya com a nou estat JoSocMurallaHumana MurallaHumana
NONE	🔴 Quim Torra Estem aquí malgrat la censura i malgrat la prohibició  
AGAINST	RT jaumesingla A Madrid es veu que vigilaven això del Fairy quan el perillós de debó era lAjax
AGAINST	Puigserver A la reunió de la Junta de Seguretat vam arribar a la conclusió que lEstat i la Generalitat no interpretàvem de la mateixa manera lacte Ells prioritzaven lobjectiu de la preservació de la normal convivència ciutadana i nosaltres impedir el referèndum judici1O
AGAINST	RT anonktalonia La militància de PobleLliure aprova que el partit formi part del Consell per la República CatalanCouncil 
NONE	El mosso suposadament agredit per un bomber al Parlament emprendrà accions civils i penals contra ell 
AGAINST	Es veu que els testimonis tenim lobligació de contestar tothom  I volen ser jutges Què coi si ho són cada dia 
FAVOR	RT MelciorComes Crec que prefereixen una guerra civil a un referèndum a Catalunya Això ja està prou clar
FAVOR	No ens cansem de sortir Ho farem fins que sigueu a casa judicifarsa AutodeterminacióNoÉsDelicte PresesPolítiques usvolemacasa nousoblidem RepublicaCatalana 
FAVOR	Només us tindré en compte si desmentiu que aquest personatge que ha estafat diners a indepes i que deia que el 17A va ser una farsa amb actors no està al darrera laremor 
AGAINST	montseblanes  I aquests joves es troben amb uns docents molt competents en la professió però no necessàriament format per acompanyar aquests joves i les seves mancances PerQueApostem 
AGAINST	RT elperiodicocat La fiscalia investiga un alcalde del PSC per malversació per una pancarta dels polítics presos 
AGAINST	3gerardpique EnricMillo Gerard gràcies infinites El judici es una farsa i els politics i liders civils catalans hi son a la presó només per ser catalans i per les seves idees
AGAINST	ramirp Més aviat corrobora el que ja sabem des de sempre
NONE	Les respostes de jorditurull van encaminades a desmentir la tesi de la fiscalia El president de la Sala frena els intents de tots dos de converti linterrogatori en una batalla  
AGAINST	Sabeu quanta pasta a cobrat el fotògraf de CDC Jordi Borràs de Tv3 i CatRadio Rac1 a part Casi 15000€ PatapamClinclin I a sobre promociona lalbum fake 
FAVOR	FAQSrincondelvago Zaragoza els del 155 representeu lImperialisme absolutista i que molts Catalans ja han rebutjat cada vegada sou menys
AGAINST	📢 El senador JonInarritu ha assistit a la Diada per mostrar la solidaritat i suport dEH Bildu a les reivindicacions del poble català davant el dèficit democràtic que estan patint Per la llibertat nosaltres sempre amb Catalunya🎗️Diada2018 LlibertatPresosPoliticsiexiliats 
AGAINST	MariaMoralTeje1 busomfemenia FAQSTV3 FranNicolasG Clar és que no es poden fer brometes amb el gran lídervan fer amb Sanchez Casado Echeniqueperò amb el gran líderquina falta de respecte Cada vegada us assembleu més als Nord Koreans 
NONE	Un xiringuito de platja sudafricà millor restaurant del món segons els nous premis World Restaurant Awards  
AGAINST	És que no hi ha un pam de net NoEsNo noenpassemniuna lliuresisensepor 
AGAINST	Francesc Colomé Tenim un batxillerat que no sabem per a què serveix més enllà danar a la universitat Tenim una excessiva dependència de la prova de la Selectivitat en la valoració de Batxillerat PerQueApostem
AGAINST	QuimTorraiPla Perquè té raó el vostre ultranacionalisme sectari i excloent és un cancer per a la democràcia i per a la convivència com bé esteu demostrant fa anys
AGAINST	emparmoliner Sé que ja no és trending topic però li puc dir puta en empar de la llibertat artística i dexpressió consti que no li he dit eh només pregunto
AGAINST	Avui que Campeones ha guanyat el Goya2019 a la millor pel·lícula vull recuperar aquesta piulada meva del passat 20 de gener 
FAVOR	Puigdemont entra al Parlament Europeu per un acte de Plataforma per la Llengua Lexpresident ho fa després que Tajani li vetés una conferència que havia de celebrar amb quimtorra 
FAVOR	emparmoliner No vull neutralitat no existeix vull q la gent es mulli Gràcies per ferho 👋Ah i per això jo vaig fer campanya xarxa per defensarte quan en Blanco 😠I Cia Et volia despedir performance cremar fulletó imitant constitució 😍😘
AGAINST	RT Annapginesta PrimeraDiada pel meus fills 4 i 1 any somhi
AGAINST	Les preguntes de les fiscalies comencen a semblar a un monòleg de Groucho Marx Han de justificar el sou i les dietes Sembla que ja està tot dat i beneït
AGAINST	pauramon jcoscu I Quin problema hi havia en això No erau tan valents per proclamar la República lluitarem fins al final i tot allò I després us acolloniu per q un diputat ensenya el seu vot De debò no podeu ser més patetics
AGAINST	RT serginock Algu per casualitat te un dron per poder gravar de punta a punta la espectacular diada denguany Podeu fer retuit
NONE	RT anonktalonia Un observador canadenc sobre el judici de l1O Sestà criminalitzant tot un poble 
AGAINST	vetoaquit monicainstitut PareraEva És que jo no provoco ets tu qui veu fantasmes
FAVOR	🆘⚠️ ALERTA Militants de lEstat Hispànic Incendien una tanca amb llaços grocs a Flix Tarragona Els feixistes Albert Rivera i Inés Arrimadas InesArrimadas acusen de policia política a Mossos per identificar els piromans 
FAVOR	QuicoSalles El Suprem controlat desde atras tot un Sistema Judicial i tot aquest JudiciFarsa tambè venien organitzantlo des de 2014 X això tanta Mentira el 155 tanta riseta Soraya i encara hi ha qui creu q arribats fins aqui veurem una condemna justa ThisIsTheRealSpain JoAcuso
AGAINST	En informatius rtve2 a Catalunya han explicat laportació financera de lAjuntament de Barcelona a Metro En el telenotícies de tv3cat shan oblidat daquest petit detall Tot sigui dit des del respecte als periodistes que segur tenen les seves raons professionals 
NONE	🔴 Quim Torra Espanya està atrapada en el seu cercle viciós dautoritarisme  
FAVOR	5 Washington Post Amenaça la crisi catalana a fer Espanya ingovernable Der Spiegel Després de les eleccions la situació política a la quarta potència econòmica de la zona euro que guanyarà més pes quan es produeixi el Brexit pot esdevenir inestable
AGAINST	Quan un govern que ha tingut 40 anys per governar que ha col·laborat amb tots els governs dESP que és corrupte ha utilitzat la policia contra la població i ha denunciat ciutadans senarbora com a salvapàtries de Catalunya i España magafen moltes ganes de riure
AGAINST	Més de 600000 treballadors catalans un de cada quatre guanyen menys de 1000 euros mensuals Menys dun 1 gaudeixen dgrans sous per sobre de 150000 euros Ningú per sota de 1000 I ningú per sobre de 10000 QueNoEnsEnfrontin RedistribuirLaRiqueza FelizDomingo 
NONE	Cap dona entre els 10 discos més escoltats en 10 anys a Spotify 8M 
NONE	Hazte Oír perd avantatges fiscals i el dret a poder accedir a algunes subvencions perquè el Ministeri de lInterior li ha revocat la declaració dutilitat pública 
AGAINST	La legislatura passada es va aprovar al Parlament la proposta de Cs per declarar el 19 de febrer el Dia contra lHomofòbia en lEsport Continuarem treballant per impulsar mesures que fomentin lerradicació de lhomofòbia i que defensin la llibertat i la igualtat 💪🏻🏳‍🌈
NONE	RT QuicoSalles Forn assegura que segons la llei no es podia fer una DUI 
AGAINST	Los catalans que no som nacionalcatalanistes tenim fets diferencials  Estimem a les persones per demunt de totes les banderes  Mos importa un pepino si no mos entenen mos fem entendre perquè parlem varies llengües  Sabem que mos toca treballar cada matí i als polítics no
AGAINST	Deixeu de jugar amb la gent Viviu dels nostres impostos i per tant haurieu dactuar com un servei públic al servei de TOTS els catalans no pas al servei només del 475 nacionalistaseparatista La veu del règim pujolista 
FAVOR	Europa prefereix donar veu a feixistes abans que a independentistes 
FAVOR	pancracieta elnacionalcat Malauradament penso q te molta part d raó crec q el judici està totalment perdut una sentència ja escrita i uns jutges al servei del rei i el govern espanyol El tema Estrasburg no el conec tant d bo sequivoqui
NONE	Diego Pérez de los Cobos Ens vam trobar amb una situació molt més greu de la que prevèiem Hi havia grups perfectament organitzats que formaven muralles humanes  JudiciTV3CatRàdio 
AGAINST	insonorizate Ep no és exactament així La idea que repeteixen alguns sectors no és els mossos tallin carreteres sinó que són poc diligents per obrirles permisius
FAVOR	sergipages Doncs això no és un referèndum és una presa pèl I per als que no tenen memòria el referèndum vinculant ja el vam votar el 1O JoanTarda EsquerraERC Està bé que siguin clars per saber a qui NO cal votar
AGAINST	ThisIsTheRealSpain President Sanchez no tesforcis a fer Fakes dÑ per enganyar a la Comunitat Internacional ja fa temps que us coneixen i flipen amb vosaltres sou molt dolents enganyant a la gent Aquesta es la veritable cara de la teva EsPatraÑa 
NONE	omnium després de la botifarradaSuprema del dissabte 9 al Poble Nou en honor a jcuixart toca fer xocolatades  interrogatori del Fiscal Zaragoza a Castellví excomissari informació mossos Via totesmoutv3 
FAVOR	📈 Lempresa britànica pendennisyachts invertirà 10 M€ en una àrea tècnica al Port de Vilanova i la Geltrú portsgencat Catalunyaenpositiu 
AGAINST	RT jolocat Visca la terra OmplimStJaume 29S LlibresLliures 
FAVOR	RT salvadorcardus Impressionat per com el govern espanyol compleix la llei 
AGAINST	Hi ha dos tipus de nacionalisme Lun és dolent associat al feixisme la xenofòbia la violència i lopressió El millor exemple nés lespaÑol Laltre és el bo associat a la llibertat la integració la cultura de la pau i la democràcia El millor exemple nés el català
AGAINST	donesdelBorn Donesquefandifusio Al món del patrimoni les dones desenvolupem un paper important no defallirem La nostre feina ens importa Lestimem i en fem difusió DiadelaDona19 
NONE	La 1⃣ de les 324mésvistes El capità del Girona reivindica els polítics que injustament estan sent jutjats després de la victòria històrica del seu equip al Bernabéu 
NONE	Aragonès Avui la cadira del davant segueix buida I cal que algú shi assegui  
AGAINST	NecesitaConectarse El exconseller de Empresa Santi Vila  
FAVOR	mertxesr CAllgau AdaColau MENTIDA PODRIDA Mai han complert amb els presupostos FakeSuprem AneuAlaMerda
NONE	Elisenda Alamany deixa el grup parlamentari dels comuns però no abandona lescó  
FAVOR	El feixisme avança si no sel combat El tenim a les nostres institucions cada cop més present Impunes al carrer No estem obligats els creadors com a generadors dimaginari i discursos a donar una resposta contundent
FAVOR	RT EnRocaGuinarda A dos dies de la Diada el ⁦nytimes⁩ dedica un extens artícle al procès 
FAVOR	Forcadell rep suport de l speaker de Westminster en ple judici del procés JudiciTV3CatRàdio  
FAVOR	Que es condemni la reacció al Referèndum del govern dEspanya incloses les detencions dels polítics catalans Islàndia pel dret a decicir Moltíssimes gràcies😊 
FAVOR	RT lluitadorcat La cúpula de lANC va debatre un ultimàtum a Torra o república o eleccions via elnacionalcat 
AGAINST	cescgalietti jsccatalunya EsquerraERC Shan lluït no sé com podran justificar que no vinguin aquests diners a Catalunya I que això pugui suposar la pujada dun govern de dretes a Espanya o és això el que volen
NONE	Diego Pérez de los Cobos En la majoria de casos lactuació dels Mossos va ser de passivitat absoluta  JudiciTV3CatRàdio 
NONE	RT LaVanguardia Adiós José Pedro 
AGAINST	JaimePalomera sindicatdebarri GHabitatgeSants PAHBCN FemSantAntoni HabitatgeVKK resistimalgotic RavalSindicat avvcmeridiana 500x20 SindicatLloguer Aquest està una mica més actualitzat ✊🏽✊🏽 
AGAINST	Els Mossos han carreguat contra els manifestants quan aquests han intentat trencar el cordó policial a la Via Laietana Com a mínim una dona ferida al pit Cobertura per MonDiari 
AGAINST	OPINIÓ  Els presos han marxat sense cap daltabaix El judici sha convocat sense alterar la vida quotidiana La vaga sha ajornat i Europa segueix inquieta per unes acusacions de rebel·lió que no entén però callada Per andreuclaret 
NONE	Avui comencem el dia amb poc fred i amb algunes boires cap a la Cat central Ponent i la vall de lEbre A la resta predominarà el sol tot el dia Lambient al migdia tornarà a ser especialment suau amb temperatures de 14 a 18ºC 
NONE	Ferran Burriel director de lagència de comunicació Nothingad Comunicació SL Al març la Generalitat ens encarrega una nova campanya La de registres de catalans a lexterior  JudiciTV3CatRàdio 
AGAINST	btvnoticies Això passa quan tens un llonguet en lloc de cervell
FAVOR	Suposo que dalguna manera si no ho hem engegat tot a fer punyetes és perquè ja ens va bé així del contrari no sentén com permitim els partits polítics que segueixin fent estratègies de partit i no de país En fi Catalunya
AGAINST	Si la unitat dEspanya depèn de la integritat de 3 cotxes potser és perquè és una mica feble no
AGAINST	Amb gabrielrufian mariaxinxo i el seu llibre 📕 Jo també porto el llaç groc 🎗 LlibertatPresosPolitics 🎗LlibertatPresesPolitiques 🎗 
NONE	A tots aquells que us heu atrevit a dir traïdor a lOriol junqueras aquests mesos que heu assegurat que el president dEsquerraERC tenia un pacte amb el govern espanyol a tots aquells que us pot lodi Sols desitjo que avui apreneu daquest gran home JunquerasAcusa
AGAINST	I el nou disseny de les sucursals de caixabank es diuen store 
AGAINST	VictorCR1970 CarlesSantacruz A mes a mes de tota la maquinaria per manipular i blanquejar als Autonomistes i el Gover de Vichy donar pena i fer xantatge amb els presos polítics etc
FAVOR	JordiGraupera I incapaços de dir que lluitem per la independència Hi han renunciat Un contra el feixisme i laltre per la democràcia Ja ni idea de pq són on són Eleccions aviat a la Generalitat si us plau
FAVOR	RT vpartal Ciutadans i PP abandonen els Premis Ciutat de Barcelona perquè shi han recordat els presos 
FAVOR	I a vosaltres ccoocatalunya ugtcatalunya i d altrees sinó convoqueu per drets i llibertats del poble català no convoqueu per les seves dones  Q ens autoconvoquem soletaaas  NoSurrenderCat 
FAVOR	RT vpartal Susanna Barreda denuncia que impedeixen als presos polítics daccedir als seus ordinadors per a preparar la defensa 
AGAINST	orioldebalanzo manuelvalls josebove MA2TBE2L Europe1 Aixi ho ha explicat a tv3 Ja veurem 
NONE	El regalo de Albert Rivera a Malú 
AGAINST	📣ELECCIONS SINDICALS 2019 A LA GENERALITAT La UGT guanyem als serveis territorials de Barcelona ens mantenim a la resta i recuperem de nou el lideratge a làmbit penitenciari fespcat ugtcatalunya FETEUGT Hi érem Hi som Hi serem 💪🏼💪🏼💪🏼 
AGAINST	NoVolemMurs entre nosaltres y la resta de treballadors de Espanya Només lluitant junts aconseguirèm guanyar front els qui ens furten la vida QueNoEnsEnfrontin FelizDomingo
FAVOR	RT elnacionalcat LIutuber iuforn amb linici de la tercera sessió del JudiciProcés  
FAVOR	angelsmcastells lluisllach jordigalves La desunió estratègica dels advocats la desunió dels presos la desunió dels partits Alguns s haurien d sentir respondables d aq despropòsits I el poble obrir els ulls 
