LABEL	preprocessing_A
AGAINST	@jaumecollboni colar supeditar ciutat proces pactar veure passar diumenge trobar salar cent lajuntament alcalde independentista
FAVOR	artista progres espanyol solidaritzar poblar perdre muntanya rwanda politic independentista catala assumiuho duna puto vegada pitjorar animal ell afortunadament sentiment mutu almenys part
AGAINST	pablo llarena entrar catalunya detenir pels mosso enviar imediatament lambaixada belga barcelona
FAVOR	viladecans exportar xarxa dinnovacio educatiu ciutat europeu #catalunyaenpositiu
FAVOR	trucar amigar alicia sanchez camacho demanar aprovar pressupost saber muntar gravacio #lacamarga facil aprovar pressupost psoe ànim sicari sinistre
FAVOR	posemnos vegada sentir solemnement clar cridar tothom escoltar acabar cadascu vestir bonament plaure fora esta possible miquel marti #llibertatjordis
AGAINST	sempre calerons davant poder pensar cosa
AGAINST	exacte problema imbecil rentar deixan emportar emoció xantatge pres
AGAINST	referendum referendum ṕunt independencia independencia puntar aixo dialeg fotre home aixo pendre laltre part
NONE	temps segon nuvols dambient fresc dema front fara ploure comarca despres ferho anar treure polsar paraigues
FAVOR	definitivament renunciar independencia catalunya partir sistema corrupte partit partir enganyar estafar mentir manipular afiliat votant simpatitzant prendre notar car elecció
FAVOR	john bercow president cambra comú importar dir podrir haverhi dubtar debatre independencia gal·la cambra
FAVOR	majoria minoria veure democracia governar majoria #somrepublicafeminista
NONE	fiscal laudiencia nacional dubtar imparcialitat jutjar proces tribunal català
AGAINST	sort acabar puto lliri cada venir feixisme espanyolista violentar catalunya rebrels quedar pais tornar trepitjar catalunya
FAVOR	votar servar cosa deuxarien ferho españa fara campanya aticatana vencidospodemos treure redir politic aplicar tenir representacio votaras partit indepes españa autonomisme #pregunto
AGAINST	viure catalunya lliurar separatista
NONE	respota multitudinaria prat contra agressio lgtbifobica molt graciar lliço rebuig lodi prendre mesurar contundent aprovar reglamentar regir sancionador
AGAINST	dir arrimar sequivoca compartir larticle pensar criticar lindependentisme creure albright criticar lactitud colonial despaña respectar identitat català
AGAINST	paciencia limitar aqui deixar
NONE	molt graciar entrar poder graciar seguirme seguir metre seguir ningu limitar aviar poder seguire tothom seguir
AGAINST	portar metre jugantme car temps republica català venir politics covard voler deixarho any poblar republica dobeir poblar dimitir tocar fervos fora
FAVOR	veure tuit arrimadas despres retallar plantilla solari algo
AGAINST	bandera republica espanyol simbolno rupturista segonaaixo donar impressio primer tot camvi carrer denominar tradicionalment princep dasturies riera cassola error
AGAINST	junt atletisme esquerre reptilià
FAVOR	sortir preso independentista alliberar expressar rebuig mesurar reinsercio manifestar penedirse militancia lluitar independentista
AGAINST	psoe desinfectar catalunya aplicar bloquejeu lopen arms cepilleu lestatut modificar constitucio lectura unica beneficiar banc manipular sindicat unidad españa
FAVOR	bo lhora començar fer tuit seguir fer seguir seguir comentar #femxarxa preguntar estaveu exactament
AGAINST	pilar pilar pilar llegir dorwell veure passar lentorn processista generalitat compte danar regalar lepitet sectari aixi
FAVOR	violencia posar totalitari dictatorial feixista franquista lefecte mirall violent veure violencia tothom practicar dictadura franquista sempre seguir fer expressio violentar
NONE	caixabank fnac signar primer vegada joint venture
FAVOR	ahir ladvocat smith becaina toga posar alli asseure tribunal suprem parlar turull romeva tapar car clapar aquest matar explicar terribas catradio #thisistherealspain
AGAINST	audiencia comprar politizada dir vosaltresa no aixi favor bo
FAVOR	escoltar parlar democratica #tajanipuppetoffascism
NONE	antifrau rastrejar subvenció ramader lepoca conseller pelegri
AGAINST	capital hipotetica republica culpar governar vichy col·laborador barcelona
AGAINST	avui representar constitucio comissio rector sistema formacio qualificacio professional
AGAINST	moment curiós judici president salar informar peticio interesat mostrar imatge xavier murar secretari general parlament declaracio mentre retransmisio presidir fotre murar
AGAINST	avui hora teatre nacional catalunya conferenciar molt honorable president solemne
FAVOR	senyor suprem pensar endarrerir sentenciar beneficiar lindependentisme municipal europeu calcular sentenciar pres poder llistar tsunami electoral tenir ser carceller
FAVOR	deixar moment politica banda aixo veure reial madriz enfonsar fangar merda bo culpar barça girona preuar eh felicitar tenir antimadrid costar inclus pairar
FAVOR	jutjar admetre investigar referendum podrir front querellar
AGAINST	precios tardor barcelona llegir compartir cultura antidot contra intolerancia pontar lesperança dignitat llibertar #llibreslliures
AGAINST	catalunya shan major retallar comunitat barracó escolar pitjor llistar despera dependencia absolut desinteres lunica responsabilitat governar oferir politiques publicar
FAVOR	#consellera destacar darxius gestio documental catalunya prioritat #govern
FAVOR	#judicifarsa veure ratar claveguera lestat poder testimoni anar #enricmillo
FAVOR	historiar democracia espanya president fitxar editorial publicar llibre mandat
AGAINST	liders independentista riure votant
AGAINST	enlla duna afiliacio anterior exactament demostrar agent any compartir militancia conèixer sempre passar precisament agent
AGAINST	haiku catala tradicio ocultar jordi nopca
FAVOR	declaracio secretar judicial quedar clar granar diferenciar ser sentir #judicitvcatradio
AGAINST	peor insinuar pusieran gente vulnerable parar actuar
FAVOR	️dilluns trobar comite vague feminista #santandreu bostik cferran turne
NONE	conferenciar imperdible travar material historics filosofics artistics politics susan stryker reflexionar nou visio aportar estudi transgenere avui @cccbdebats
AGAINST	proposar persona guanyar pagar euro mesun petit esforçar justicia davant governar governar seguir fer proposta reduir desigualtat aconseguir noure ingrés blindar servei publicar acabar retallar
FAVOR	turull #judiciproces estavem convèncer haviem aprovar parlament tenir encaixar perfecte legalitat signar decretar conscient respondre criteri perfectament legal
FAVOR	aixo asqueros querellar contra rajoy impedir investir puigdemont mà llarena
AGAINST	fiscalia superior catalunya obrir investigacio contra personar publicar imatge secretar judicial montse toro declarar testimoni fiscal superior execrable reaccio poder enfrontar delicte greu negret
FAVOR	#president company tenir judici justar simple segon legislacio espanyol unitat despanyar esta democracia dret humà
FAVOR	granar home lestic escoltar fantastic#llibertatpresesipresospoliticsiexiliats #absolucio
NONE	avui saber #ovelles nominar millorar espectacle petit formatar #premisdelacritica molt feliç gana tornarhi final març iniciar girar ️
FAVOR	patrimoni puntar partir vindra pero gent votar sumar renunciar dret llibertat fonamental permanent
NONE	home pero aixo entrar normalitat democratica tothom votar considerar entendre matraca unitat independentista aconseguir simplement poder
NONE	temperatura alt respectar dahir lest territori terra lebre canvi baixar situar litoral prelitoral depressio central prepirineu pirineu #meteocat
FAVOR	osti poder haber avisar eret seguretat catalunya arribar saber poder haber donar festa mosso independentista idiota
AGAINST	boye renunciar professor centrar destudis col·legi dadvocats madrid
AGAINST	conceden subvencionar semanas despues director integrar #pdecat #santcugat #cerdanyola #rubi #terrassa #sabadell #mataro #mollet #ciudadanos #psc
FAVOR	votare menar dunitat pero puigdemont oferir llistar unitaria sobrepassar regidor llistar maragall debo rebutjar lalcaldia subaltern colar pinya aixo explicar tantissimes cosa
AGAINST	problema definir independentista ideologicament individualment poder unir interpretacio dret dautodeterminacio enlla concepcio descolonitzacio
AGAINST	felicitat premiar premi santsmontjuic llastima final governar municipal tornar posarse costar separatista premi shaurien polititzar
AGAINST	qualificar vague historica aturar treballador nhauria obrir informatiu referir nòmer mobilització pais fracas sigut estrepitos
FAVOR	pedro sanchez voluntat recuperar lactivitat politica instrumentar dialeg instrumentar parlamentari abordar problema debatre politics aixi lobjectiu acabar inanicio politica lanterior president
AGAINST	aconseguir cobertura tramar #rondadedalt pero faltar urbanitzacio comprometre unir barri aixo #comissionsbcn aprovar constatar mancar complimentar governar colar convocar comissio seguiment #cobrimlaronda
FAVOR	tornar deixar mà politics nòmer poblar salvar poblar
FAVOR	#alertaultra company twitter #republicacatalana ser assenyalar membre jusapol incitacio lodi atencio fotre perfilar jaxon assenyalador #xarxarepublicana
AGAINST	aquest diputada seu escollir rendir compte votar accepte decisió democratiques grup
AGAINST	melero ladvocat forn cosa pensar erem poblar cert erem gent tenir sensibilitat diferent tornar vida publicar sera recosir poblar
FAVOR	tot mobilitzacio convertirse accio representacio trencar barrera carrer politica feble retrocedir fort politica
NONE	ell moment bo guardia encetar recte final
FAVOR	moment tothom consellxrepublica puigdemont dirigir toni comar consellar partir eina sera validar partir
AGAINST	faltaba illuminat enxufat tontopollas salar martin opinar inparcial
AGAINST	teúlia tertulia davui acompanyar jose antich ferran casas monica sabata arturo puente alejandro tercero
AGAINST	ahir tenir tremolor febre posar imitar hitler traientse ullera hundimiento perque malalt esta barallar limbècil
FAVOR	hora sacsejar lstatu politic lleida #primariescatalunya democracia directe llistar obrir programar participatiu fiscalitzacio constar aquest dissabte participar #primarieslleida 𝗩𝗢𝗧𝗔 #canviemelguio #autoconvocats
AGAINST	completar matar reunio comite autonomic ciudadanos comunitat despres mascleta ciudadana menjar faller company provincia candidat generalitat
FAVOR	benvolgut tenir primer sentenciar absolutoria maderu vendre demanar medalla operacio copernico pensar equidistancia defensar #omplimsantjaume topar #acampadaperlallibertat
FAVOR	estranyar deixar posar videos #judicifarsa #thisistherealspain
FAVOR	#catalunya deixar nou #vinyeta mirar franquista poder trobar projecte vinyetar
AGAINST	graciar oriol aixo exactament necessitar menjar marrar mentrestant menjar llagosta jajaja #golpistasaprision #yacataluña #lasilenciosacat
NONE	#proces enric millo carles puigdemont esperar rectificar tenir fase lucidesa
FAVOR	#sotafocus manuel #marchena fiscal laznaritat jutjar inaugurar nou seccio radiografiar poder politic economic judicial perfilar jutjar pendent duna recusacio
AGAINST	març internacional donar ccoo convocar vague general leducacio #ensplantem #viveslliuresunides #mcadadia #miscoming
AGAINST	mossarabs poder convertir cristianisme cristià creure confondre morisc
FAVOR	vendre celebrar aixo recordar #nioblitniperdo celebrar #tuputamadrevendrasacelebrarquenospegasteis
NONE	fer monolegs acabar quedar imbecil part trapasser piernas rotas home lisiats
FAVOR	admirable davant defensarse mateix defensar vehemencia graciar conseller #mossos #judicifarsa
AGAINST	rellegeixte castellanoparlant sesforcin entendre colar utilitzar idioma conèixer perfectament entrevistar esperpentica faqs lalcalde medellin
AGAINST	doncs aleshores saber dentrada escon autonomista tant votar perque suposar pretendre creure votar pdecat succedani votar independentista
NONE	lexposicio consequencies mostrar projectar fotografic novellon reconstruccio viatjar parar fugir bombar feixista guerra civil poblar darago frança fi dabril #espaiof
AGAINST	exacte isabel tocar picar pedra amigar
AGAINST	cobos reconèixer ostiar escolar
AGAINST	any enviar fakenewsborregos
FAVOR	preneune notar collejar professional espanyol posicionar formar clar favor governar fi ser antidemocratic potser hora collejar català superar falsar discurs neutralitat fer costar institució catalana
AGAINST	isabel coixet pres tancat pels acte idear
FAVOR	estar clar trampa córrer exterior pero gent famos recomptar paral·lel amagar protegir lestat escusa perjudicar pres politics permes muntar barbaritat
FAVOR	atenció alea desallotjament plaçar sant jaume arribar brimos preparar carregar tot plaçar ️️️️️️️ #omplimsantjaume #acampadaperlallibertat
AGAINST	votar vall votar separatismo
NONE	magistrada ordenar impedir saparta voluntariament judici metre parlament
FAVOR	quan diu veritat gent criticar doctubre votar milió personar setembre milio personar aixo aproximadament independentista treballar començar cansar proces
AGAINST	fi diari #independentista reconèixer fracas vague nacionalista #nacionalisme #fantasia
AGAINST	#eleccionesgenerales #abril oportunitat construir ampliar majoria lespanya democratica garantir canvi llibertar pels pres politics garantir encomu
NONE	guanyar costar historiar
FAVOR	divendres demanar #absolucio pres #justicia veritat davant daquest #judicifake #judiciaalademocracia #adicsenxarxa
AGAINST	riure plorar perdre nord
NONE	problema discurs evitar preso #joacuso #judiciproces #judicitvcatradio
FAVOR	#punkibondia unitat poblar unir fer pinya poder popular lempoderament tornemhi #octalcarrer #somlaresistencia #stothomalcarrer
AGAINST	molt fort policia prohibir utilizar porra normal portar riureiels mosso nòmer judo fue riuremolt
NONE	twitter granar salar petó abraçar perdut
AGAINST	perdre acosar policia accidentar practicar esport risc decidir
FAVOR	millo tercer persona salar parlar murallar humà despres fiscal lexvicepresidenta soraya saenz santamaria #judicitvcatradio
AGAINST	trait poblar catala acusat exiliat governar vichy
AGAINST	merda escampar apesta
AGAINST	aixo vague feminista restar punyeta
FAVOR	#primeradiada fill any amic filla
NONE	primer manomeni fairy jeremies sera reportar blocar avisar
FAVOR	anar escolar preguntar any lescola parlar independencia mhan pero creure indep millorar capita despesa agregar consumidor inversio privar exportació net
NONE	real descobrirho temps dels
NONE	twiter seguir suspendre compte donar explicació aixo demanar fort poder recuperar seguidor fesho ell fatxa reportar massa córrer volar ️️️️️️️️
AGAINST	secillament tenir voltar inmediat apuntar filmar molt atrevirant miler dull atent tranquilitat bo diada molt impoant ser somhi
NONE	tripartir sempre unir contra catalunya
FAVOR	quedar clarels processistes voler seguir enganyar necessitar liderar societat civil aglutinar pobleel liderar passar cast politica pactista #estafadors
FAVOR	presidenta parlament escoces veure convertir dignitat afegir preso cumplir deure permetre debatre parlamentari incomprensible ull #defensadretscivils
AGAINST	graciar gerard veritat video completar evidenciar mentider evident
AGAINST	avui laula periodisme politic descobrir secret feina #dircom comunicacio governar catalunya
NONE	competir taxar obtenir favor unio europeu
NONE	veure agradar propia historiar lhan censurar maturare contra repressio videos tweets acció opinio parlar callar ser ser #llibertatpresospolitics
FAVOR	oriol junqueras judici politic aixo renunciar contestar preguntar acusació #judicio
NONE	atenció partir dilluns final júnyer fer fase obrir crta passejar caputxí adjacent residir veciana maria codina priorat lledo sant magi podras accedir passejar caputxí #valls
FAVOR	maribel cera presidenta lassociacio català donar feina dona sempre lombra part importar sector primari llastima valorar #mes #judicitvcatradio
FAVOR	#terrassa tornar raval denunciar #judicifarsa reclamar #llibertatpresospoliticsiexiliats poder agrairvos graciar graciar graciar #orgullterrassenc
FAVOR	psoe escriure president parlament europeu tajani impedir puigdemont poder compareixer parlament europeu
NONE	partir dar ciudadanos partit dideologia sobada dret #faqstherealtv
AGAINST	quan ficar troll espanyolista tuit costar desempallegarse dell bloquejarlo pesar hosties tenir venir tocar colló anar merda home
FAVOR	insistir llei injust shan destablir dialegs necessari politics canviarho part dialogar llavor rosar parks sasseu tenir prohibir
AGAINST	#joacuso torra racisme xenofobia classisme menysprear classe baixar sembrar lodi català
NONE	realitzar primer vegada operacio ultraprecisa erradicar
NONE	final guardia quedar
FAVOR	governar decretar servei minims vague general #fvagageneral
FAVOR	dues noticiar junta sentenen millorar donar proteccio policial ribiera abdul ababascal ortega smith recercar justicia anglès interior dona permis protegir bruseles #nosurrendercat
AGAINST	valorar lesforç dialeg concertacio tenir interès divergent moment atacar pensar ell aqui buscar futur millorar tenir comptar pensar diferent buscar cami poguem recorrer plegat
AGAINST	altre europa suecia xenofobia tenir lloc democracia europeu pero nòmer aconseguir conquerir fitar lequitat respectar diferenciar voler lextrema dret suecia deuropa femla fora tambe catalunya
NONE	satreveixen any nòmer pintar paret catalan recuerda estas aragon
AGAINST	lazos amarillos manuel vall criticar show irresponsable quim torra
FAVOR	jordi turull constitucio servei militar obligatori pero mili existir #judicitvcatradio
FAVOR	️️ sortir tornar lautodeterminacio dret delicte convertir judici bumerang contra lestat #capalaindependencia aturar dijous #fvagageneral organitzar baixar carrer #makeamove
AGAINST	agrait emocionar dedicatoria gran tresar grupos limpieza propaganda secesionista dedican operacion carnaval abogado puigdemont catalan
AGAINST	denunciar paralisi menysteniment patir parlament
FAVOR	sumar indepes superar indepe pua jodemos puntar misteri mare meu quin perillar
FAVOR	setmana #diada tornar omplir carrer llibertar democracia veure diagonal barcelona #femlarepublicacatalana recordar pot inscriure aqui
FAVOR	impecable discurs vicepresident davant tribunal propi inquisicio sxxi defensar delicte acusar lestat vulnerar dret legitims llibertar democracia
FAVOR	llibertar defensar dret civil #tamaraetvolemacasalliure #republica #llibertat #terrassa
FAVOR	#tajanipuppetoffascism aques badona viure segle
AGAINST	agobiant persona acabar coneixer fotre discurs politic lenfoti pot sentir insultatda pensar indepes illuminats tenir possessio veritat absolut nòmer descoltar assentir
NONE	primer poema d#antoniomachado coneixer avui any poetar morir lexili #cotlliure
NONE	avui col·locar dinteres estrategic estar preparat revolucio industrial
FAVOR	avui reivindicar especialment gran donar feminista comprometre igualtat estar lliure fer vague voler lliure voler lliure #llibertatpresespolitiques #llibertatpresospolitics
FAVOR	mayoria silenciós sequaç donar comptar valer apostar #republicacatalana decididament tindriem tocar #seguim
FAVOR	comissio dinvestigacio cridar responsable conseller tenir carrec pres sels preguntar quin requeriment obeir perque shan restituit carrecs oposar aclarir
AGAINST	inadmissible poder politic safanyin questionar correcuita lactuacio dagents policia
AGAINST	republica planeaba puigdemont
FAVOR	tornar gran tornar tornar #nosurrendercat
FAVOR	procesos independencia heure tenir reconeixament internacional creure eslovenia varar any territori controlar viure reaccio lestat sabiem seriar historiar ensenyar
FAVOR	pesadeta témer pero pensar tortoses feixisme servir feixisme aprofitar ignorancia arrelarse societat portar any fer tortoses feixisme resultar avui sortir desacomplexats pedra
NONE	parlar davis avi espanyol boutade tenir espanyol votari
AGAINST	exacte llegueix
FAVOR	aixo millorar daquest #judicifarsa
FAVOR	estar seguir #judicidelavergonya #judicitvcatradio tenir advocat defensor potets fer bo feina #guanyarem
AGAINST	exjutge filofranquista leditor marchena querellant contra jutgessa belga exiliat
NONE	avui seguir directe segon xerrar cicle revolucio americà revolucio francès independencia estat unir damerica revolucio conèixer #ateneubcn #cultura
AGAINST	mencanten compte botre xivatos vibrar remitent millorar lepra unionista
AGAINST	jordi bastar massa temps atiar
FAVOR	suportar defensar dret votar #referendum #oct sempre costar #ivanidavidabsolucio acabar impunitat policial
AGAINST	cadenar exposar cru realitat viure titllar espanya destat feixista manipular imatge australia respectar
FAVOR	ahir maquinar unionista correr fake dir linstitut luther king deua demanar torra deixar dusar figurar doncs mateix director desmentir rotundament blog parlar distorsio realitat #mediastorm
AGAINST	#comunitatactiva #demarç sentir reivindicatiu comemora lluitar donar participacio igualitaria lambit laboral dret independencia economica llibertar general #motius #vagafeministalh
AGAINST	heure decidir empassarme patata pisarello pero processista partidari conflicte nacional unilateral participar irresponsable estrategia puigdemont sentir creure
FAVOR	tu problema destar sempre pensar partit espanyol clau espanyol portar aixi any prou independencia aqui català podrir neures aqui votar politics noure fer debo restar passar any
AGAINST	iceta acabar delatar lestat detenir delicte xantatge voluntat popular escapar
NONE	laudiencia nacional jutjar trapero
AGAINST	director general generalitat lestat parlar
FAVOR	moment greu diputat parlament disposar preso lexili costar representar #noatot #nioblitniperdo
FAVOR	vídeo declaracio director d@elpuntavui xevi xirgo #judicio anunci publicar diari
FAVOR	esta pactar referendum trampa pactar fiscal justicia català neoautonomisme capdavall
NONE	borrell descartar governar establar independentista fiar
NONE	tranquil aqui explicar moment capitol seguent pero vegada trigar
FAVOR	psoe totos partit
NONE	aqui preguntar donar xocolata valenti conan makoto penya contestar voler donar lamuro #ifeelyou #detectiuconanxl
FAVOR	forn explicar trucar ministrar dinterior saber selevaria nivell dalerta antiterrorista especulació sentir zoido respondre preveure #judicio
FAVOR	necessitar arribar acordar governar catala pero pres exiliat tant solucio europa solucio buscar claveguera intentar embrutarse mà
AGAINST	passar generar succeir incendi habitatge localitat #badalona #manresa aquest incendi tenir relacio directe #pobresaenergetica urgent actui implementar protocol bomber ️escolteu
AGAINST	llistar conjuntar real tot partit indepes puntar lagenda diversitat ideologica poder rependre primer elecció republica pero pebrot confiar lelectorat
AGAINST	pixar riure sou indecent empassar adepte palmar troya lopus
FAVOR	cent setantados trescents tretze trescents trentados tram ple caldre sobreeixidor #garrotuit #llibertatpresospoliticscatalans #llibertatpresespolitiquescatalanes #diada
FAVOR	nadonen ridicul espanyol explicar pais votar futur majoritariament dretaextrema dret sera culpar responsable català independentista ridicul vergonyeta internacional vuala
AGAINST	futbol religion ateo
NONE	complir any morir d#antoniomachado
AGAINST	destar orgullós gentussa thagin bloquejar
AGAINST	aquest diario pero tambe interessar
AGAINST	@nmartinblanco torra buch laltura garantir feina mosso questionarla sintenta purgar mosso funcio criteri politics demanar responsabilitat
FAVOR	aixo solucio primaries dir voler candidat maner #vellapolitica dreta esquerre #republica
FAVOR	humilment estranyar #tntv vespre oma cronica desfilar #bcnfashion imatge seient buit denunciar preso pres politics exiliatsadria carrasco
AGAINST	vídeo juega
FAVOR	directe bayona lany proposicio llei declarar independencia catalunya dictar mesurar tribunal constitucional
FAVOR	senyor admiracio absolut home jaime pastor donar puntar exacte aixo nacionalisme excloure plurinacionalitat #faqselrincondelvagotv
NONE	forn fiscal voste relatar pel·liculero
FAVOR	declarar reconèixer dret lestat espanyol denunciar investigar processar acusar enjudiciar tant condemnar absoldre legitims governant representant politics social poblar catalunya
AGAINST	llibertar poble oprimir #tuiteacomolacrida
NONE	capella criticar formar traslladar pres independentista celebrar vegada patir tipus vexacio improperar #juicioproces #judicialademocracia #judicitvcatradio
NONE	cosa prorrogar nòmer servir futbol sosiatas
AGAINST	jajajajajajajajajajajajjajajaja pero car durar tenir tot
AGAINST	desnonament obrir nòmer contrari llei processal espanyol violar diferent dret humà contingut constitucio dret tutelar judicial efectiu dret intimitat personal familiar dret inviolabilitat domicili #capdataoberta
AGAINST	sinformessiu veritat gent emprenyar total deixar treballar deixar votar empresonar silenciar mitjà complices
AGAINST	exigir labsolucio suprem tremolar
AGAINST	molt tenir venir dirli referendum dautodeterminacio constar resposta independència autonomisme deixar tonteries marxar graciar
NONE	guaido denunciar funcionari governar veneçola sentir segrestar dictadura
FAVOR	entendre tambe pero votar votar votar empenyats pero defallir
NONE	estupefaccio lorganitzacio mundial contra torturar veure judici #thisistherealspain
FAVOR	entrevistar sistema judicial espanyol venjatiu actuar motivacio politica persecucio politica espanya decidir entrar segle democracia franquista
AGAINST	abstencionista diu varar considerar allo tenir garantir democratiques teniem decidir votar tonto util causar independentista portar catalunya labisme
FAVOR	avui recordar lentrada tropa borboniques #terrassa lincendi ciutat feixisme empresonar oblidar defallir #marxatorxestrs #llibertatpresospolitics
AGAINST	potser recordar daquests covard
AGAINST	vostes bracet tractar tombar proposta fiscal portar economia impossible modificar impost ric aconseguir mascolell montoro passar lesquerra
AGAINST	aixo cosa primer estas acabar mandat rick parece falsar
AGAINST	dona llaçar groc costar president diputada marche partir macron possible aliar europeu #riveraquitameeste
FAVOR	nit algun electoralisme sobrar preso preventiu sobrar preso comar delicte urna delicte democracia espanya #usvolemacasa #llibertatpresospolitics #freetothom
AGAINST	home voste presumir danar veritat devant
AGAINST	perdre duns exilats collar covard viure luxar faltar dignitat defensar ideal ferit fals carnaval pres judici pero
AGAINST	recordar projectar pressupost lestat incloia inversio catalunya deuros suposar augmentar respectar compte recordar votar contra costar dreta espanyol català
AGAINST	sap juliol temps mig despera visitar especialista terrassa dia catalunya dia
AGAINST	pensar danar morat denamorats pf fer porro
NONE	culpar barana rovellar culpar seu #detectiuconanxl
FAVOR	buscar traductor voluntari poder escampar merda judici arreu #fairyplus #joacuso #freetothom
AGAINST	pinte bonic pero realitat creure semar deure aixo dir bestiesa
AGAINST	esperar despres vindra nuet
FAVOR	artur loposicio parlament marxar madrid coherent persona concebre politica català trampoli lespanyola
FAVOR	permetre miting partir feixista parlament europeu puigdemont europa mirar fer jo
FAVOR	magradaria paisos salinearan missatge espanya democracia puntar
FAVOR	lanalisi manar jusapol lequiparicio salarial madrid manifestar loperacio copernic insultar democracia permetre fora catalunya forçes docupacio #omplimstjaume #llibreslliures
AGAINST	pilar rahola ell amença poder guanyar pdcat cridar cunidospodemos jo replicar
AGAINST	#últimahora generalitat limitar precio alquileres catalunya
AGAINST	futbol esta cachondeo pot deixar descansar cervell estona opinar raonar clar nòmer graciar entendre divertimento aqui graciar preguntar dreta semblar esta mal
FAVOR	mirar quin pancarta lhem veure lalçada #tram diagonal elaborar total #llibertat #femlarepublicacatalana
NONE	pancarta #llibertatpresospolitics #estelades jugador saltar #campnou disputar #elclasico dia començar #judicitvcatradio #barçamadrid #copabarça #copatv #classictv #forçabarça
FAVOR	avui editorial especial car dema cridar independencia independencia allo voler
AGAINST	homenatjar esta pero cargolar butifarrades demes agenda torra semblar candidat barça penya penya
AGAINST	oriol junqueras triturar carles puigdemont
FAVOR	davant preso puig base figuera estudiant gimnastica ritmica portar terme ballar llaçar groc #llibertatpresespolitiques
FAVOR	#fairy prendre notar dosificador fairy fer servir proper vegada mal persona mentider mala merda t´ofeguin
FAVOR	reflexio gratuita partit dir republica desperar majoria indepe inapel·lable independentista votar partit majoria independentista inapel·lable moment
NONE	governar central aprovar registrar horari empresa subsidi aturat any
FAVOR	#omplimstjaume #republicacatalana #llibertatpresospoliticsiexiliats #seguim
AGAINST	clar superior laltre persona tarar comptar
AGAINST	comissari manel castellvi informar matricular vehicle camuflar policia guardia civil pero contra negar contravigilancies mosso restar cos policial
FAVOR	feixisme avançar combatre aturemlo stop fascism #tajanipuppetoffascism
AGAINST	tobre perspectiu fentte reflexionar teu
NONE	periodista laura fabregas indocumentat mentider enquestar dir català voler referendum fi pais #faqstherealtv
FAVOR	treballadissima declaracio demostrar allo feina fer frontera chapeau #freetothom
AGAINST	faltar republicanis republicanus company companya companyis companyus ridiculs ridicules ridiculis ridiculus femho
AGAINST	quin pebrot provicuans provincià quet recoltzen nòmer frances ministrar cagar
AGAINST	esclar politics daqui treballan madrid
NONE	parar pero dir espanyol retirar solidaritat sempre antipatics caura pitjorar dabans vegada moure
AGAINST	quiere tapar fraude fiscal mujer
FAVOR	pero arribar sacabara judici trobar sotmetre espanya governar parlament vichy acabar tancar darrer portar restar esperançar efectiu independencia
AGAINST	venir dificil
NONE	nasci namoral
FAVOR	millo considerar tensar esperpentica junt seguretat part governar assistir majorar mosso desquadra cosa permetre veure alineacio politica acordar dagost tancar quin pocavergonya enric
FAVOR	#president visitar pallars jussa pallars sobira poder consultar lagenda #govern daquest setmana dilluns aqui
FAVOR	graciar lluis possible referendum #faqsforojuecestv #acampemastjaume
FAVOR	dirli republica existir parlar quan pensar ridicul semblar arribar topar tornar aquest noia crack
FAVOR	començar tardor republicà #omplimstjaume #llibreslliures
FAVOR	#omplimstjaume llegir #llibreslliures laviacio català atacar
FAVOR	#nosurrendercat aqui defallir ningu seguir ferm determinar endavant dubte voler #republicacatalana daltres desesperar ridicul alla despres tortosa àmer arribar waterlo aqui tenir
AGAINST	avui ata mitjà comunicacio despres visitar premiar acompanyar company
AGAINST	quedar clar enganyar traidors
AGAINST	preguntar linxament secretar judicial esta participar processisme sencer governar lultim tuitaire passar periodista pres pur rabieta objectiu intimidar testimoni declarar
AGAINST	donar nòmer gent governar any veure algu poder defendre
FAVOR	arrimadas negociar independencia catalunya puigdemont buena noticiar
FAVOR	primer atacar finançar despres atacar parlament tomban llei tardar atacar politics seguir atacar ciutadà pallasso mecanics atacar advocat politics nòmer saber destruir
FAVOR	posar maner imediata impunitat feixisme carrer impedir expressió publicar investigar agressió
FAVOR	preguntar avui estavem personar davant economia preferir nòmer depen comptar semblar molt estar dijous setmana quant venir #omplimsantjaumes dissabte eixamplar mostrar
AGAINST	alemania treinta parar exactos
FAVOR	catalanisme aixo maner espanyol català tecnicament discurs catalanista variar al·lofonica discurs espanyol
FAVOR	avui diumenge setmana politics romandre preso pensar ell pensar pensar pais votar
AGAINST	perdio usted querellar
AGAINST	entendridor gent conèixer diferenciar codi penal comentar judici llacistes absolutament convèncer sestar celebrar judici tribunal suprem sino especial faqs
NONE	familia jackson demandar documental leaving neverland
FAVOR	querellar contra contar rajoy impedir investir puigdemont mà llarena
NONE	sentirse superior escoria supremacista orgullar quin fastic gent debo #judicidelavergonya #joacuso #judicitvcatradio
FAVOR	colpista participar destat violentar acusar colpista democracia consistir col·lega entrar parlament fotre treure policia politic aixo element
FAVOR	#foraxusmapol #omplimsantjaumes #foradelsnostrescarrers #niunpasenrera #nioblitniperdo
FAVOR	avui lactar institucional diada igualar tambe excepcional protagonisme tenir pres exiliat persona presidenta lassociacio català dret civil
AGAINST	#llibertatpresespolitiques
FAVOR	murallar buscar personar amagarse davant dignitat quina personar #joacuso
