LABEL	preprocessing_D
FAVOR	Tota mobilització ha de convertir-se en acció, en representació. Hem de trencar la barrera entre el carrer i la política. No som febles, no retrocedim. Som forts, som política.
NEUTRAL	jesteve5 Bon dia ! De res ! Siii , de moment és una molt bona guàrdia . Ara ja encetem ña recta final ^^ .
FAVOR	m_tresa De moment, tothom al ConsellxRepublica, que no és tant sols Puigdemont. De fet, el dirigeix Toni Comín. El Consell no és un partit, tant sols una eina, i serà vàlida per qualsevol partit.
AGAINST	elnacionalcat El que faltaba... el il.luminat, enxufat i “tontopollas” del Sala i Martin opinant. Tan inparcial ell
AGAINST	🔴 TERTÚLIA | A la tertúlia d'avui ens acompanyen: 📍José Antich 📍Ferran Casas (Ferrancm) 📍Mònica Sabata (MonicaSabata) 📍Arturo Puente (apuente) 📍Alejandro Tercero (alextercerog)  
AGAINST	Ahir tenia tants tremolors per la febre que em vaig posar a imitar a Hitler traient-se les ulleres a 'El Hundimiento'. Perquè estar malalt no està barallat amb FER L'IMBÈCIL.
FAVOR	Per què ja és hora de sacsejar l'statu quo polític de Lleida. Les PrimàriesCatalunya són democràcia directa, amb llistes obertes, programa participatiu i fiscalització constant. Aquest dissabte 23F participa a les PrimàriesLleida, 𝗩𝗢𝗧𝗔! CanviemElGuió AUTOconvocats 
AGAINST	Hui dia complet. Pel matí reunió del Comitè Autonòmic de Ciudadanos a la Comunitat, després mascletà ciudadana i menjar faller amb companys de tota la província i el nostre candidat a la Generalitat Tonicanto1 
FAVOR	Benvolguts assemblea i omnium avui hem tingut la primera sentència absolutòria a un maderu per el 1-O. El dia 29 venen a BCN a demanar més medalles per la Operaciò Copèrnico. Què penseu fer?. Equidistáncia o defensar OmplimSantJaume ?. RT a Tope. AcampadaPerLaLlibertat 
FAVOR	NiNaNiNeTa3 naxoxan BelBoix1 baphomed75 alextremp Carbazas_ Nex72599860 ninuandres viquirepublica BroggiElisa griscuenc I ens estranyem que no deixen posar els videos?? judiciFarsa ThisIsTheRealSpain
FAVOR	😁 Bon dia Catalunya ! Us deixo la meva nova Vinyeta ➡️ Mirada Franquista ⚠️ Les podeu trobar totes al meu web / Projectes / Vinyetes:  
AGAINST	Gràcies Oriol! Això és exactament el que necessitem: que et mengis el marró mentrestant nosaltres ens mengem la llagosta! Jajajaja GolpistasAPrisión 155YaCataluña LaSilenciosaCat 
NEUTRAL	Procés - Enric Millo sobre Carles Puigdemont: “Jo esperava que ell rectifiqués, que tingués alguna fase de lucidesa” 
FAVOR	SotaFocus | Manuel Marchena, el fiscal de l'aznaritat que jutjarà l'1O  Inaugurem una nova secció per radiografiar el poder polític, econòmic i judicial amb un perfil del jutge, pendent d'una recusació. Per gemma_g_fabrega 
AGAINST	8 de març, dia Internacional de les Dones: CCOO convoca vaga general a l'educació 8M EnsPlantem VivesLliuresUnides 8MCadaDia 8MIsComing  
AGAINST	andreucanals cpallecl els mossarabs no podien ser convertits al cristianisme, perque ja eren cristians.... Crec que et confons amb els moriscos
FAVOR	El dia 29S vénen a celebrar això. Recordeu que NiOblitNiPerdó No ho celebraràn. tuputamadrevendrasacelebrarquenospegasteis 
NEUTRAL	PabloMM Més val q faci monòlegs pq acaba de quedar com un imbècil a part de trapasser... Diu vi piernas rotas... Si home estaven tots lisiats...
FAVOR	És admirable com quimforn, per davant de defensar-se a sí mateix, defensa amb força i vehemència el cos de mossos. Gràcies Conseller! mossos JudiciFARSA
AGAINST	gps_bcn IndepeSuperior antoniobanos_ 😂 rellegeix-te... els castellanoparlants que s'esforcin a entendre, Ada Colau que no utilitzi un idioma que coneix perfectament.... Com aquella entrevista esperpèntica del FAQs a l'alcalde de Medellín...
AGAINST	Doncs aleshores ja sabem d'entrada que els 47 escons seran tots autonomistes. Tant si voteu com si no, perquè, suposo que no pretendreu fer creure que votar ERC, PDeCat o els seus succedanis és votar independentista, oi? 
NEUTRAL	L'exposició 'Conseqüències' mostra el projecte fotogràfic de Pep Novellón. Una reconstrucció del viatge que va fer el seu pare fugint de les bombes feixistes durant la Guerra Civil des d’un poble d’Aragó fins a França. Fins al 17 d'abril a l' EspaiOff  
AGAINST	IsabelcastroG Exacte Isabel, ens toca picar molta pedra amiga.
AGAINST	De los Cobos reconeix que ens van ostiar en més de 100 escoles
AGAINST	RT quieroarboles: lupulox EugeniodOrs_ Amb 17 anys? Ets més RUC q el q envia les fakenews,BORREGOS
FAVOR	Preneu-ne nota copc_cat, els col.legis professionals espanyols es posicionen de forma clara a favor del seu govern (fins i tot sent antidemocràtic). Potser és hora que els col.legis catalans superin el fals discurs de la neutralitat, i facin costat a les institucions catalanes 
AGAINST	RT MonDiari: Isabel Coixet diu que els presos estan tancats pels seus actes i no per les seves idees 
FAVOR	Estava clar que la trampa estava al vot per correu i al vot exterior, però va haver gent que el famos “recompte paral·lel” el va amagar per protegir l’estat. Amb la escusa de no perjudicar als presos polítics han permés un munt de barbaritats. 
FAVOR	🔴 ATENCIÓ 🔴 ALERTA DE DESALLOTJAMENT DE PLAÇA SANT JAUME Arriben BRIMOS i es preparen per carregar Tots i totes a la PLAÇA ‼️‼️‼️‼️‼️‼️‼️ OmplimSantJaume AcampadaPerLaLlibertat
AGAINST	RT MTabarnesa: ¿Votar a Valls es votar separatismo? 
NEUTRAL	La magistrada que va ordenar impedir l'1-O s'aparta voluntàriament del judici a la Mesa del Parlament 
FAVOR	Quan dius les veritats la gent et critica. L'1 d'octubre vam votar més de 2 milions de persones. L'11 de setembre hi havia 1 milió de persones. Això vol dir que aproximadament el 50% dels independentistes el dia 11S treballaven, o comencen a estar cansats del procés.
AGAINST	RT Viejo_Topo: Fins i tot el diari independentista Ara reconeix el fracàs de la vaga nacionalista del 21-F. nacionalisme fantasia
AGAINST	🎥 JoanMena: Les EleccionesGenerales del 28Abril, són una oportunitat per construir àmplies majories amb l'Espanya democràtica. Cal una garantia de canvi i de llibertat pels presos polítics, i aquesta garantia es diu encomu. 
NEUTRAL	RT LaSelenita: KRLS saribes junqueras Guanyarem, perquè som al costat bo de la història! ✊💪💛🎗
FAVOR	Un divendres més, demanem l’ Absolució dels nostres presos, i justícia de veritat davant d’aquest JudiciFake JudiciaAlaDemocràcia 💪💪💪💪💪💪💪 AdicsEnXarxa 
AGAINST	ramoncotarelo No sé si és per a riure o per a plorar. Han perdut el nord.
NEUTRAL	RT bettykatiuskes: El problema és que el seu discurs no li evitarà la presó JoAcuso JudiciProcés JudiciTV3CatRàdio 
FAVOR	PunkiBondia La nostre unitat, és la seva por... Lo poble unit fent pinya... Lo poder popular... L'empoderament... Tornem-hi !!!✊✊✊ 1octAlCarrer SomLaResistència 29STothomAlCarrer 
AGAINST	esdape alertatrollcat omnium AvisxRepublica republicat_cat Davidsolacoto unisxrepublica CafesxRepublica ANC_Mossos Molt fort? La policia no te prohibit utilizar porres, normal! Per aixo les porten, no? Feu riure.,i,els mossos? Nomes fan judo? 😂😂😂fue riure,molt.
NEUTRAL	denomlola Twitter es la gran sala dels petons i abraçades perduts
AGAINST	yeyaboya Va perdre el ull per acosar a la policia. Va ser un accident y practicar aquest “esport de risc” ho va decidir ell.
FAVOR	Millo és la tercera persona a la sala q parla de “muralles humanes” després del fiscal i de l’exvicepresidenta Soraya Sáenz d Santamaria JudiciTV3CatRàdio 324cat
AGAINST	Apujolmas junqueras .junqueras ha traït al poble català com ho han fet tots els acusats, exiliats i el Govern de Vichy.
AGAINST	nusaca VilaWeb QuimTorraiPla KRLS La merda que escampen aquests dos apesta
AGAINST	RT xriusenoticies: Això és una vaga feminista, la resta són punyetes 👍😀 
FAVOR	RT xgodc: PrimeraDiada el meu fill de 18 anys va amb 7 amics i la meva filla de 16 va amb 3 més.
NEUTRAL	RT FraJeremies: El primer que m'anomeni Fairy Jeremies serà reportat i blocat... aviso.
FAVOR	He anat a una escola a preguntar a un nen de 12 anys i una de 10 si a l'escola els parlen de independència. M'han dit que no però que creuen que una Cat indep milloraria el PIB i PNB per càpita, les despeses agregades dels consumidors, la inversió privada i les exportacions netes
NEUTRAL	javialgora Real. Jo ja vaig descobrir-ho fa temps (dels dos)
NEUTRAL	Twiiter segueix suspenent comptes sense donar explicacions! Per això demano un RT molt fort 🔄 i que NiNaNiNeTa3 pugui recuperar tots els seguidors, fes-ho per ella😜 i per els fatxes que la reporten en massa🤮🤮🤮! QUE CORRI NO! QUE VOLI ✈️✈️✈️✈️✈️✈️✈️✈️ 
AGAINST	Nil_AG1 Secillament tinguem ull del nostre voltant inmediat. Tlf apunt per filmar. Som moooolts nosaltres no s atrevirant. Hi hauran milers d'ulls atents. TRANQUILITAT I BONA DIADA. ES MOLT IMPORTANT QUE HI SIGUEM. SOM-HI
NEUTRAL	RT CatalanNation: josepalay QuimTorraiPla Els del Tripartit pel 155 sempre units contra Catalunya... 
FAVOR	Ha quedat clar.Els processistes ens volen seguir enganyant . Necessitem un/a líder de la societat civil q aglutini el poble,el lideri i passi per sobre la casta política pactista . estafadors pdc Esquerra_ERC CridaNacional JuntsXCat cupnacional . QuimTorraiPla KRLS 
FAVOR	TriciaMarwick ex presidenta del Parlament Escocès: Mai havia vist tanta por convertida en dignitat l'1-O. Ha afegit que la ForcadellCarme és a la presó per cumplir el seu deure de permetre el debat parlamentari i és incomprensible a ulls del món. 1O defensadretscivils 
AGAINST	3gerardpique EnricMillo Gràcies Gerard. La veritat es una i el video complet es una evidencia. Qui es el mentider? es molt evident.
AGAINST	Avui, a l'aula de Periodisme Polític de la UVic_FEC, descobrim els secrets de la feina del dircom amb en jaumeclotet, DG de Comunicació del Govern de Catalunya
NEUTRAL	Els VTC competeixen amb el taxi per obtenir el favor de la Unió Europea 
NEUTRAL	Veig que no els hi agrada ni la seva pròpia història i l'han de censurar. No m'aturaré i contra més repressió; més vídeos, més tweets, més accions, més opinió i més parlar. No callarem mai. Sigui com sigui. LlibertatPresosPolítics 
FAVOR	RT elpuntavui: Oriol Junqueras: És un judici polític, per això renuncio a contestar les preguntes de les acusacions judici1o 
NEUTRAL	ATENCIÓ | ⚠ A partir de dilluns i fins finals de juny farem la 1a fase de les obres a la crta del Pla, el passeig dels Caputxins i adjacents. 🚧 Si resideixes als C/ Veciana, Maria Codina, Priorat del Lledó i Sant Magí podràs accedir des del Passeig dels Caputxins. Valls 
FAVOR	Maribel Cera, presidenta de l'Associació Catalana de Dones de la Mar: “La feina de la dona sempre ha estat a l'ombra. És una part important del sector primari i és una llàstima que no es valori” 📺  Més324 JudiciTV3CatRàdio 
FAVOR	A terrassa ho hem tornat a fer; el Raval ple de gom a gom x denunciar aquest JudiciFarsa i reclamant més que mai la LlibertatPresosPolíticsiExiliats Mai podrem agrair-vos tot el que feu, avui i cada dia. Gràcies, gràcies i moltes gràcies !!! orgullterrassenc 
FAVOR	El PP, PSOE i C's escriuen al president del parlament europeu, Tajani, per impedir que el MHP KRLS Puigdemont i el MHP QuimTorraiPla puguin comparèixer al Parlament Europeu 📅14-02-19 
NEUTRAL	RT Pacoescuderoo: A partir d'ara PP, Ciudadanos i VOX son partits d'ideologia sobada , no de dreta FAQStherealTV3
AGAINST	Quan se't fica un troll espanyolista en un tuit, com costa desempallegar-se d'ell sense bloquejar-lo. Que pesats que són, hosties. No tenen res més a fer que venir a tocar els collons? Aneu a la merda home!
FAVOR	SeebergerS I jo insistesc: si una llei és un injusta, s'han d'establir els diàlegs necessaris entre polítics per canviar-ho. Si una part no vol dialogar, llavors Rosa Parks s'asseu on fins ara no tenia prohibit.
AGAINST	JoAcuso a Torra de racisme, de xenòfobia, de classisme i menyspreu a les classes baixes i de sembrar l'odi entre catalans 
NEUTRAL	Realitzen per primera vegada una operació ultraprecisa per erradicar el mal de cap 
NEUTRAL	jesteve5 bon final de guàrdia . Ara si que si queda res. 
FAVOR	RT elpuntavui: El govern decreta els serveis mínims per a la vaga general del 21F 21fvagageneral 
FAVOR	📢DUES NOTICIES QUE JUNTES S'ENTENEN MILLOR📢 🔅Donen protecciò policial a Ribiera, Abdul Ababascal i el Ortega Smith (en recerca per la justícia Anglesa). 🔅Interior no dona permís per protegir a QuimTorraiPla a Bruseles. NoSurrenderCat 
AGAINST	He valorat l'esforç de diàleg i concertació entre els que tenim interessos divergents, en uns moments en els que alguns ataquen a qui no pensa com ells. Aquí hem de buscar un futur millor tenint en compte a qui pensa diferent, buscant un camí que poguem recórrer plegats.
AGAINST	Altre cop Europa en joc. Ara a Suècia. La xenofòbia no pot tenir lloc a la democràcia europea. Però nomès ho aconseguirem conquerint arreu les fites de l’equitat i el respecte a la diferencia. No volem l’extrema dreta ni a Suècia, ni enlloc d’Europa Fem-la fora. També a Catalunya
NEUTRAL	RT recio_merce: xavierullde Ara s'atreveixen, fa 20 anys només pintaven a les Parets Catalan recuerda que estàs en Aragón són ells els q…
AGAINST	RT e24diari: LAZOS AMARILLOS. Manuel Valls critica el “show” de un irresponsable Quim Torra 
FAVOR	Jordi Turull: La Constitució diu que hi ha un servei militar obligatori, però la mili ja no existeix.  JudiciTV3CatRàdio 
FAVOR	⬛️⬜️🎥 Hem sortit, i ho tornarem a fer, per dir que l’autodeterminació és un dret, no un delicte. Convertirem aquest judici en un bumerang contra l’Estat CapALaIndependència! No ens aturarem 👉 Dijous 21FVagaGeneral! Organitza't i baixa als carrers! Makeamove 
AGAINST	Agraït i emocionat per la dedicatòria Sou molt grans ! Tres grupos de limpieza de propaganda secesionista dedican la Operación carnaval al abogado de Puigdemont | El Catalán 
AGAINST	Denunciem la paràlisi i el menysteniment que pateix el Parlament 
FAVOR	vaevictis_cat Nessie244 ep_roma jcanadellb JoanTarda Esquerra_ERC Si el % suma de les no indepes supera a la indepe, pues nos jodemos y punto. No hi ha més misteri. Mare meva, quin perill.
FAVOR	‼️ A 1 setmana de la Diada2018. L'11-S tornem a omplir els carrers per la llibertat i la democràcia. Ens veiem a la Diagonal, a Barcelona! FemLaRepúblicaCatalana 🚩 ☝🏻 Recorda que t'hi pots inscriure, aquí ➡️  
FAVOR	KRLS junqueras Impecable el discurs del MH Vicepresident junqueras davant d’un tribunal més propi de la inquisició que del S.XXI, no ens defensem perquè no en fet cap delicte, si no acusen a l’estat de vulnerar els nostres drets legítims de llibertat i democràcia
FAVOR	RT CDR_Trs: Llibertat!! En defensa dels drets civils. TamaraEtVolemACasaLliure República Llibertat Terrassa 
FAVOR	RT Fany22134035: TajaniPuppetOfFascism aques UE no se b'adona que vivim al segle XXI
AGAINST	AnnaGaius MissSil__ És molt agobiant que una persona a qui acabes de conèixer et foti un discurs polític, bé perquè se l'enfoti si et pots sentir insultat/da o no, bé pq es pensi que els indepes són il-luminats i tenen possessió de la veritat absoluta i tu només has d'escoltar i assentir.
NEUTRAL	RT parra1959: El primer poema d’AntonioMachado que vaig conèixer. Avui fa 80 anys que el poeta va morir a l’exili a Cotlliure 
NEUTRAL	Avui a laietana un col·loqui d'interés estratègic. Estem preparats per la quarta revolució industrial? coneixementcat empresacat 
FAVOR	Avui reivindiquem, especialment, a dolorsbassac i ForcadellCarme, dues grans dones, feministes i compromeses amb la igualtat que, si estiguessin lliures, farien vaga 💜 🎗Us volem lliures, us volem als 9 lliures! LlibertatPresesPolítiques LlibertatPresosPolítics 
FAVOR	La mayoria silenciosa de los sequaces de CiudadanosCs . Us doneu compte que amb un govern valent i que apostes per la RepublicaCatalana decididament la tindriem a tocar ? QuimTorraiPla Seguim 
FAVOR	jgbblack GuiBo16 martaroqueta En una comissió d'investigació, es crida als responsables que ara són consellers o ténen càrrec (i no als presos, com han fet). Se'ls fan dues preguntes: A quins requeriments no va obeïr? Perquè no s'han restituït càrrecs que es van oposar 155? I tot aclarit.
AGAINST	RT Nmartinblanco: És inadmissible que des del poder polític alguns s’afanyin a qüestionar a corre-cuita l’actuació d’agents de la policia…
AGAINST	La república que planeaba Puigdemont 
FAVOR	RT TintLidia: Tornarem a ser grans, i tornarem i tornarem altre cop NoSurrenderCAT
FAVOR	En tots els procesos de independència que hi ha hagut, mai han tingut reconeixament internacional fins al cap d’un any o més. Crec que Eslovènia varen ser dos anys. El territori el controlem perquè hi vivim. I la reacció de l’estat sabíem com seria. La història ens ho ha ensenyat 
FAVOR	Sé que sóc pesadeta amb el tema, però penso que fer tortoses en el cas del feixisme, no serveix. El feixisme aprofita la ignorància per a arrelar-se en la societat. Portem anys fent Tortoses al feixisme i resulta que avui, any 2018, surten desacomplexats de sota les pedres. 
NEUTRAL	RT leotaxil: puerto_duc qui parla d'avis? Jo he dit els avis espanyols com una boutade. Si fos qui ha tingut algun avi espanyol no votari…
AGAINST	lluisgibert enricvd Exacte, ho llegueix prou bé.
FAVOR	PoliticayModa WTF?! Qui diu aixó?? Si és lo millor d'aquest judicifarsa
FAVOR	Estic seguint el JudiciDeLaVergonya a TV3 JudiciTV3CatRadio i tenim uns advocats defensors molt potets i que estan fent una bona feina !!! guanyarem
AGAINST	Un ex-jutge filofranquista i l’editor de Marchena, entre els querellants contra la jutgessa belga, boye_g i els exiliats 
NEUTRAL	Avui seguint en directe la segona xerrada del cicle de la revolució americana a la revolució francesa, “la independència dels Estats Units d’Amèrica: una revolució poc coneguda?” 😊😊😊 ateneubcn cultura ateneubcn 
AGAINST	RT sempresaludava: M’encanten aquests comptes de bots xivatos. Vibro amb els remitents. El bo i millor de la lepra unionista. 
AGAINST	Jordi Basté, massa temps atiant el foc.
FAVOR	Tot el suport a qui va defensar el dret a votar al Referendum 1Oct ivanaltimira virtutallerada sempre al vostre costat IvaniDavidAbsolució acabem amb la impunitat policial! 
AGAINST	Per fi una cadena exposa la crua realitat en la que vivim i titlla Espanya d’estat feixista sense manipular les imatges. Australia, u got my respect 
FAVOR	Ahir la maquinària unionista va fer córrer un altre 'fake new' on deien que l'Institut Luther King d'EUA, demanava a Torra que deixes d'usar la seva figura. Doncs bé, avui mateix el Director ho ha desmentit rotundament al seu blog i parla de distorsió de la realitat! mediastorm
AGAINST	Per abd_ong ComunitatActiva el 8deMarç és un dia ple de sentit reivindicatiu. Es commemora la lluita de les dones x la seva participació igualitària en l'àmbit laboral, i per tant del dret a la independència econòmica i a la llibertat en general. 1000motius VagaFeministaLH 
AGAINST	Havia decidit empassar-me amb patates a Pisarello. Però un processista pur partidari del conflicte nacional i de la via unilateral, i que ha participat en la irresponsable estratègia de Puigdemont... Ho sento. Crec que no puc.
FAVOR	JoanFrei BruixaC RaiLopezCalvet govern Vosaltres sou el problema d'estar sempre pensant en partits espanyols i clau espanyola. Portem així 40 anys. Prou. La independència es fa aquí i amb els catalans. Q Ñ es podreixi amb les seves neures. Aquí cal votar polítics nous q la facin de debò. La resta anar passant els anys
AGAINST	Iceta acaba de delatar a l'estat: no els han detingut per cap delicte, si no per a fer xantatge a la voluntat popular. Se li ha escapat... 
NEUTRAL	L'Audiència Nacional jutjarà Trapero 
AGAINST	És directora general de la Generalitat i ningú de l’Estat parla amb ella durant el 155. 
FAVOR	En aquests moments greus, qualsevol diputat del Parlament que no estigui disposat a anar a la presó o a l'exili hauria de fer un pas al costat, perquè no ens representa. NoATot NiOblitNiPerdó
FAVOR	RT elpuntavui: VÍDEO de la declaració del director d'elpuntavui, Xevi Xirgo, al Judici1O sobre els anuncis publicats al diari 
FAVOR	RT VogelfreiCAT: Està pactat un referèndum trampa amb nou pacte fiscal i justícia catalana... neoautonomisme al capdavall
NEUTRAL	Borrell descarta un govern estable amb independentistes perquè no són de fiar 
NEUTRAL	GaspatxoAndabri Tranquil, aquí perque ho han explicat al moment (al capítol següent) però de vegades triguen més
FAVOR	Silviatrinity77 JoelJoanJuve JordiGraupera Ni VOX, ni C's ni PP ni PSOE ( Totos partits del 155)
NEUTRAL	Me meo xD aquí preguntant a qui li donaries xocolata per st Valentí (Kid, Conan o Makoto) i la penya contestant que li volen donar a l'Amuro ifeelyou 😂😂 DetectiuConan3XL 
FAVOR	Forn explica que va trucar al ministre d'Interior per saber si s'elevaria el nivell d'alerta antiterrorista de 4 a 5 perquè hi havia especulacions en aquest sentit i Zoido li va respondre que no estava previst judici1o 
FAVOR	21) Ho diu perquè necessiten arribar a un acord amb el govern català, però amb presos i exiliats no es pot fer res de res i, per tant, no hi ha solució. I Europa vol una solució ja! I què es pot fer? Buscar a les clavegueres i intentar no embrutar-se gaire les mans.
AGAINST	El passat mes de gener es van succeir incendis en habitatges a les localitats de Badalona i Manresa. Aquests incendis tenen una relació directa amb pobresaenergètica i és urgent que govern actuï implementant el protocol dels bombers! ⤵️Escolteu 🔊🔊🔊🔊
AGAINST	jordimunozm eduardvoltas No hi ha hagut mai una llista conjunta real, de TOTS els partits indepes amb un sol punt a l'agenda. La diversitat ideològica la podem rependre a les primeres eleccions de la República. Però no hi ha pebrots a confiar en l'electorat.
AGAINST	anna_sjd JotaMSilvaA AresCases Es pixen de riure i amb sous indecents. Els qui s'ho empassen són els seus adeptes, és una fe que ni al Palmar de Troya ni a l'Opus.
FAVOR	Cent setanta-dos, tres-cents tretze, tres-cents trenta-dos, tots els trams estan tan plens que hi caldran sobreeixidors. garrotuit LlibertatPresosPolíticsCatalans LlibertatPresesPolítiquesCatalanes Diada2018
FAVOR	No sé si se n'adonen del ridícul que fan els espanyols que expliquen que si el seu país vota en el futur, majoritàriament, la dreta/extrema dreta no serà la seva culpa. Que els responsables seran els catalans independentistes. Ridícul i vergonyeta internacional. Vualà
AGAINST	RT aleixvalls: Si el futbol és religion, yo soy ateo.
NEUTRAL	Es compleixen 80 anys de la mort d'AntonioMachado  
AGAINST	RaholaOficial ACOM_es ahorapodemos SimyBenarroch hasbarats elsa_artadi ACAI_cat toni_florido Has d'estar orgullosa que aquesta gentussa t'hagin bloquejat.
AGAINST	MeyaArca Aquest no és d'ok diario però també és interessant 
AGAINST	"🔊Nmartinblanco ""Torra i Buch no han estat a l'altura perquè han de garantir la feina dels Mossos i no qüestionar-la. El que s'intenta fer és una purga en el cos de Mossos en funció de criteris polítics i demanem responsabilitats"" "
FAVOR	julidejdarmuoz Aixo te una solució: PRIMARIES, i diguem a qui volem com a candidats, es la una manera de fer fora la VellaPolitica, sigui de dretes o esquerres. Ara nomes República.
FAVOR	Humilment, se'm fa estrany q TNTV3 Vespre tv3cat hagi omès en la seva crònica de la desfilada de miriamponsa a 080bcnfashion 080_bcn_fashion les imatges de seients buits per denunciar la presó d presos polítics+ TamaraVila83 i exiliats+Adrià Carrasco (EtVolemACasa) FIL 
AGAINST	VÍDEO 📽 ¿A qué juega IBM_ES? 😡 
FAVOR	EN DIRECTE | Bayona: L'any 2011 va haver una proposició de llei per declarar la independència de Catalunya i no hi havia dictada cap mesura del Tribunal Constitucional 
FAVOR	De meu senyor 🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻 admiració absoluta per aquest home! Jaime Pastor! A donat a la punt exacte! És això el seu nacionalisme excloent i la no plurinacionalitat 🙌🏻🔝 FAQSelrincondelvagoTV3
NEUTRAL	RT anonktalonia: Forn, al Fiscal: Vostè fa un relat molt pel·liculero
FAVOR	Declaro: Que no li reconec cap dret, a l’Estat espanyol veí, a denunciar, investigar, processar, acusar, enjudiciar i, per tant, tampoc condemnar o absoldre els legítims governants i representants polítics i socials del poble de Catalunya
AGAINST	RT elBotifler: Per la llibertat de tots els pobles oprimits del món! TuiteaComoLaCrida 
NEUTRAL	Capella ha criticat la forma en què han estat traslladats els presos independentistes, tot i que ha celebrat que aquesta vegada no hagin hagut de patir cap tipus de vexació, ni improperi JuicioProces judicialademocracia JudiciTV3CatRadio 
NEUTRAL	RT FinsalNabokov: No hi ha una cosa que es diu pròrroga i que no només serveix pel futbol, sosiatas?
AGAINST	rac1 JAJAJAJAJAJAJAJAJAJAJAJJAJAJAJA Però que cara més dura tenen tots!
AGAINST	Els desnonaments oberts: 🔴 no només són contraris a la Llei processal espanyola 🔴 violen diferents drets humans continguts a la Constitució: 🔺dret a la tutela judicial efectiva 🔺dret a la intimitat personal i familiar 🔺dret a la inviolabilitat del domicili CapDataOberta 
AGAINST	JuditHuerta S'informessiu de veritat la gent no estaria tan emprenyada. Total, no et van deixar treballar. A nosaltres no ens deixen votar, ens empresonen, ens silencien, etc. I els mitjans com TVE en són còmplices.
AGAINST	RT xriusenoticies: .albertbatet exigeix l'absolució . Al Suprem ja tremolen
AGAINST	Molt bon dia tingui sr. JoanTarda. Sóc vingut a dir-li que un referèndum d'autodeterminació consta de dues respostes: el SÍ, que vol dir INDEPENDÈNCIA, i el NO, que vol dir AUTONOMISME. Res, que deixi de dir tonteries i marxi ja. Gràcies.
NEUTRAL	Guaidó denuncia que funcionaris del Govern veneçolà es senten segrestats per la dictadura 
FAVOR	Ho entenc, perquè jo també hi vaig ser, però, si cal, haurem de votar i votar i votar... Empenyats, però sense defallir. 
NEUTRAL	Estupefacció a l'Organització Mundial Contra la Tortura en veure Vox al judici de l'1-O ThisIsTheRealSpain  via larepublicaCat
FAVOR	Entrevista a VilaWeb : ‘El sistema judicial espanyol és venjatiu i actua amb una motivació política, i hi ha una persecució política.' ‘Espanya ha de decidir si entra al segle XXI com una democràcia o com un estat franquista I Per jcasulleras 
AGAINST	jrosell KenHaprenguin moragasai Els abstencionistes que dius tu som el que vàrem considerar que allò era  no tenia garanties democràtiques i teníem decidit no votar, no ser tonto útil per una causa independentista que portaria Catalunya a l'abisme.
FAVOR	Avui recordem l'entrada de les tropes borbòniques a Terrassa1713 i l'incendi de la ciutat. El feixisme ens empresona. No oblidem, no defallirem. MarxaTorxesTRS Llibertatpresospolítics 
AGAINST	RT salvadorcardus: Potser estaria bé recordar el nom d’aquests covards... 
AGAINST	▶️ Ciddavid: Vostès van del bracet de Cs i PP quan es tracta de tombar les nostres propostes fiscals. Des de que ERC porta Economia ha estat impossible modificar els impostos als rics. Han aconseguit que Mas-Colell i Montoro els passin per l'esquerra 
AGAINST	Això de fer coses PER PRIMER COP quan ja estàs acabant el quart any de mandat... no lo sé Rick, parece falso. 
AGAINST	La dona amb el llaç groc al costat del president QuimTorraiPla és la diputada LaurenceGayte d'En Marche, partit d'en Macron i possible aliat de CiutadansCs a les europees. RiveraQuitameEste 
FAVOR	221 nits sense vosaltres joseprull jorditurull Ara a alguns, per electoralisme, els sobra la presó preventiva. A mi em sobra la presó perquè no heu comès cap delicte. Les urnes no son delicte en democràcia, mai! A Espanya, sí.. UsVolemACasa LlibertatPresosPolítics FreeTothom 
AGAINST	KRLS Home, vostè tampoc pot presumir d'anar amb la veritat pel devant...
AGAINST	“Perdó?” De què?? D’uns “exilats” que no són més que una colla de covards que viuen en el luxe per falta de la dignitat de defensar els seus ideals? Per uns ferits sovint tan falsos com carnaval? I presos: sí, alguns no ho haurien de ser abans del judici. Però han fet molt de mal 
AGAINST	Et recordo que el Projecte de Pressupostos de l'Estat per al 2019 incloïa una inversió per a Catalunya de 2.251.000 d'euros, fet que suposava un augment del 67% respecte als comptes de 2018. Et recordo que vas votar en contra, al costat de les dretes espanyola i catalana. 
AGAINST	Ja saps salutcat que A juliol del 2018 el temps mitjà d’espera per visita al especialista a Terrassa es de 147 dies, mentre que a Catalunya es de 86 dies . 
AGAINST	Em pensava que era el dia d'anar morat, no d'enamorats, pfff i ara que faig amb tants porros?
NEUTRAL	RT MariadelMar_21: -No em pot dir que sigui culpa meva que la barana estigues rovellada + Si que es culpa seva! DetectiuConan3XL
FAVOR	🔴Es busquen traductors voluntaris per poder escampa la merda de judici per tot arreu!!! 🔴 fairyplus joacuso freetothom 
AGAINST	ego_mundi Ho pintes molt bonic, però la realitat és que es creuen semi Déus i per això diuen tantes bestieses.
AGAINST	Estacadebares Espera't que després vindrà Nuet
FAVOR	Artur Mas: “Que la cap de l'oposició al Parlament marxi a Madrid és coherent en una persona que concep la política catalana com un trampolí a l’espanyola”.
