LABEL	preprocessing_A
FAVOR	votar franquista contra mentiras pasteleo politico proximo votare unidas podemos
AGAINST	tengo problema alguien pasa mismo puede ayudar vecinos amenazado llamar policia porcar dicen hija años esta endemoniada dado empezado cacerolada indefinit hasta liberacion pres
NEUTRAL	actor colaborador cronicas marcianas fallecido años
AGAINST	este erudito independentismo pasa ineptos hasta parar hacer puto tesi este modelar politicos tenemos españa quieren darnos lecciones españoles iros tomar cular cenutrios merluzos ineptos
NEUTRAL	elyan sokkar sirio esta brasil desde manhã deste sabado colocou sanduiches quibes esfirras carrar partir parar brumadinho parar distribuir comida moradores queria abraçar brasil brasil abraçou
AGAINST	asalto furgones medio callar utilizaron personas mayores niños escudar insultan agreden humillan grabandolo todo aumento significativo fake news manipulacion personas heridas oct️ #equiparacionya
AGAINST	junt travar dice pacientes lista esperar sanitaria doblar admitido gobierno susana diaz #eleccionesvotoderechas sacar psoe instituciones
FAVOR	#roviratv maner tiene ricard ustrell acabar programar preguntandole marta rovira president puigdemont traidor tiene mania
AGAINST	hace comentarios continuos ofensivos contra democracia española constitucion tacha farsa #guardiacivil alternados palabrerio machista racista
AGAINST	preguntar cierra pactar independentismo mismo modo recibio apoyo mocion censurar sanchez señalado necesita pais unirse tornar grandes proyectos
FAVOR	elsa artadi deja evidenciar ejecutor
FAVOR	lacrar corrupcion toda cupula pepera bancar financiaciones partidos refiere aspirador tiene telarañas esta trastero #judicifarsa
AGAINST	entiendo importar engañaran diciendo independencia cuando dicen todo falsar pero seriar hagas compartir ridiculo algunos saba hemo criticado desde primer equivocamos
AGAINST	mañana lunes febrero montaremos stand informativo parar estudianta toda europa conozcan nuestro trabajo mostrar situacion vivimos constitucionalistas trabajar juntos futuro mejor
FAVOR	verguenza gente preparar noble entereza fuerza creibles verdaderos politicos defendiendo causar rendirse necesita ladrones vividora
AGAINST	porcar intelectual fundadora ciudadanos porcar entiende democracia transaccion como
FAVOR	unico peligro parar españa sois vosotros indendiarios sois carroñeros solar buscais enfrentamiento todos porcar creeis tanto vosotros independentistas medrais pueblo pronto tardar dar cuenta ello
AGAINST	sabrás colaboradora artadi aragones obedientes ruido salir trabajar responsable cataluña ante cobarde todos tenir tocar eh viu españa
FAVOR	marido famós diputada hizo mediador cataluña #siemprepsoe
FAVOR	sufriamos integridad guardias civiles ante tumulto #judicialademocracia
AGAINST	hola hola cuando vamos empezar saber estado ocurriendo #andalucia ultimos años cuando empezar desmantelar administracion paralela #eleccionesgenerales municipales estar vuelta esquina
AGAINST	psoe movilizan parar bloquear discurso puigdemont eurocamara
FAVOR	democracia apologia fascismo delitar aqui aqui delitar ofensas sentimiento religioso injurias coronar banderas alemania estar usted carcel defender genocida #reclamamosrepublica
FAVOR	golpista escogido elite tripaito iceta junqueras
FAVOR	pone hablar comentarios néixer tienen #oct marchena callado estara guardando parar atacar defensas
FAVOR	fiscal supremo comete faltar gravar parar tapar trato favor hija marchena #joacuso #judicitvcatradio #juicioproces #fakejustice #makeamove #faketrial
FAVOR	ultraderecha flamenc invitar puigdemont torra conferenciar lunes parlamentar europeo haran cuarto escobas criticaron manifestacion derecha colon bien entente supremacismo belga catalan
FAVOR	dice arrimadas ciudadanos tienen néixer miente siempre coincidencia casi ple puntos esenciales amigos desde siempre #lnarrimadas
NEUTRAL	composto legisladora mandato juizes aprovados concursar publicar ativistasapadrinhados politicos exadvogados partido resultado lambança observamos jogaram estado direito lat lixo
FAVOR	tabarnia dice pres politicos usaron fuerza violencia pido pondre solar ejemplo paso despues sorprendera especialmente pone car alucinar
AGAINST	catalan vivo girona puedo juicio repampimfla tengo bastante vivido ultimos años intentaron proclamar independencia faltaron cojones ahora haceis pagar vuestra frustracion tirarles piedras ellos
FAVOR	señor pondre basar quiere detengan ningun eurorden detencion dele gracias pablo llarena gonzalez pondre demanar detenir puigdemont entrar parlament europeu
AGAINST	torrent afirmar independentismo causar inestabilidad presidente parlamentar dice estamos defendiendo democracia entrevistar cnbc
FAVOR	resolucion propone gobierno islandia condene reaccionar gobierno españa referendum independencia catalunyaincluidas detenciones politicos catalanesel derecho autodeterminacion esta reconocido internacionalmente
NEUTRAL	este mapar hace unos años buen resumir asunto fronter militarizada fronter polo produccion polo acumulacion
NEUTRAL	estou love essa edição boitempo cadernos filosoficos
AGAINST	seriar querian defensas pres declarase este piromano fiscal crujo
FAVOR	jodas hecho indepe discurso jamas puede salir nacionalistaserio siglos soportar abús desprecio nacionalismo patrio parais coger realidad historica parar tergiversarla darle vuelta siempre manipulasteis historiar
AGAINST	️una declaracion independencia sido consentir estado central constituye violacion derecho internacional entrevistar stanic abogada eslovè fundador eampa londres
AGAINST	psoe podemos independentistas evitan parlamentar europeo estudiar manipulacion
FAVOR	queremos españa cabemos todos todas mirar futuro españa quiere #psoe #laespañaquequieres volveremos protagonizar grandes mejoras sociales como hemo hechos siempre igualdad justicia social avanzamos
AGAINST	#psoe esta movilizado nunca nuestra toda informacion reunion encabezado presidente
NEUTRAL	directo declaracion independencia respuesta mandato dado urnas siempre buscando dialogar instituciones españolas continuar junqueras
NEUTRAL	blockchain nacido parar entenderse razones casi indirectas excelentes compañeros viaje muchas iniciativas habilitar federico ruiz #ong
AGAINST	sobrar tienen liada esos cataluña solar dire palabra legion acaban tonterias cero coma #eleccionesvotoderechas
FAVOR	jefa comparar referendum violacion
AGAINST	segun defensar hubo violencia eran cuatro ancianos familias parar muestra botonar #golpistasaprision #juicioalproces
AGAINST	golpista encerrado casi toda probabilidad encerrado culpar cobardes huidos
FAVOR	solar afortunado puede hacer referendum tiene viejo puede corto #lesquierenbobos #usvolemacasa #puigdemontpresident #toquemel
FAVOR	pero propio estado pasa forro sentencias excepto independentista catalan entonces entrullan
AGAINST	guardia civil deja descubierto siniestra constitucion independentista esdiario
AGAINST	habéis copiado slogan plagiadores #gobiernocumfraude #gobiernocumplagio #gobiernoprogolpista golpistas sólo témer leymadre convivencia diálogo quiéncon nunca renunciará falsar autodeterminación constitucionalistas somos
AGAINST	jajaja dices #miantoñito car torra estas dispuesto carcel independencia preocupado pasarte milimetro aunque fuera haciendo carcelero esos recuerdas lacito
AGAINST	muntar tambien olvida hoja ruta parar lograr secesion #judiciproces
AGAINST	simpatizantes deberiamos seguirnos parar hacer defensora constitucion estado derecho españa #siguemeytesigovox sigue like retuitean #espanaviva
FAVOR	quedar bien claro nueve personas enjuiciadas organizar referendum ilegal pablo casado oportunista populista quiere ilegalizar poder votar valer ilegalizar partidos corruptos
AGAINST	dijo otro democracia habia oido anta cuando nadie actuaba españa algunos hacian pocos conocian ahora todo mundar habla algunos cuenta grande
AGAINST	señor verdad dicho esto esta claro sabe como esta construida democracia presidente autonomico heure afirmacion pua poquito verguenza verdad
FAVOR	compilacion algunas foto febrero #pensionesdignas #gobiernequiengobierne
FAVOR	trata años ocupacion apartheid fascismo sionista #gaza puedes darte besar porcar igualar vuelan tapar sesos
NEUTRAL	dificil erradicar prostitucion cuando esta camuflar espacios ocio #abolicionprostitucion
AGAINST	proximo elegir gobierno liberal liderado gobierno liderado señor sanchez manar populistas nacionalistas #losdesayunos
NEUTRAL	gravar maduro bloqueia vias ondar entrar ajudar humanitaria venezuelanos
NEUTRAL	interessante pais boicotar venezuela botar ferrar agora insistir mandar ajudar humanitaria monte pais fodido pelar mundar caras essa mesma disposição humanitaria
NEUTRAL	desalojan unas personas intentaban usurpar predio presidente derqui pilar fueron identificados integrantes comunidad paraguaya
AGAINST	queremos convocar todos españoles parar proximo domingo madrid parar frenar sanchez decirle permitiremos venda este pais #stopsanchezf
FAVOR	nieto mentiroso muestren videos violencia pegaron personas solar querian votar #judicifarsa
AGAINST	nieto corta traje independentismo
FAVOR	cruz roig explicar comunicado participar participar entregar ayuda humanitaria eeuu venezuela porcar respetan principios fundamentales imparcialidad neutralidad independencia agenciar ocha tambien desmarcar
AGAINST	#sanchezdimision resistencia tabarnia decir millones catalana exige este individuar vaya deje otra persona defienda resistencia fascismo separatista cabre dialogos totalitarios
FAVOR	fernando hasta ahora unicos asesinado gente fascistas nazionalistas españoles dime muerto independentistas catalana
AGAINST	cataluña constitucionalistas sufren agresiones ideas tiene pasar parar sanchez deje mirar hacia otro lado perdais
FAVOR	pua mirar cuando estudiar derecho constitucional encontrar ningun articular prohibiese negociar mediador fijate recuerdo otros chulos casado rivera abascal hablan nunca españa #stopsanchezf #eleccionesya #sanchezdimision
NEUTRAL	ondar midia quando essa vergonha financiada pelar acontecia praça publicar pais video divulgado pelar presidente jair bolsonaro mostrar hipocrisia midia esquerdistas #impeachmentbolsonaro #vergonhadessepresidente mesmo #bolsonarotemrazão
FAVOR	logico desalojar higiene democratica psoe quedado lejos cambio rumbo ademas cierre falsar comision corrupcion parar evitar rajoy compareciera congreso sanchez senado
FAVOR	todos derechones ciudadaners llamais estrella cualquier colaborador indepe demasiado plumero estrategia conjuntar disimulais poco igualar cuela bueno vuestros cuela igualar claro donde
FAVOR	testaferro zaplana ignacio gonzalez movio millones andorra donde anidaba fortuna clan pujol mafia rusa otras saquearon españa pedian votos hacian llamar politicos patriotas como supieran
AGAINST	periodista antena podido noticiar barcelona porcar gente empezado poner manos camara tirarle bandera independentista cabeza
AGAINST	hoje formalizamos emenda constitucional poder cidadão parar remover politicos quais perdemos confiança vulgo recall mandato obrigado amigar eleitor paulo confiar essa missão leia mais
FAVOR	coronel guardia civil tacito realidad principal redactor informe utilizan fiscales jueces contra dirigentes politicos sociales catalana acusados autor
FAVOR	dedicado despreciar independentistas catalana desde aprobo mocion censurar tanto muchos hemo pensado desde principiar estrategia parar elecciones echandoles culpar ellos poder hacerse victimas #votanno
AGAINST	noche defendio españa octubrar corto seco ensoñacion separatista llevaba años marcando gola fuera juego estado ante unos arbitros limitaban llevarse manos cabeza
AGAINST	denunciar alineacion politica trapero gobierno puigdemont parar impedir referendum
FAVOR	#felizlunes parar salido segundos palabras hemo visto como temblaban piernas pedrosanchez continuar invisibilizacionridiculizacion izquierda
FAVOR	casa puigdemont quien llama ciudadana ines ines pase pero pollar montura habitual bien quiere néixer chapado parlament aburria traido telva importar verdad
AGAINST	frente tribunal supremo lamentablemente hemo tenido comprobar especialmente señor junqueras siguen haciendo salar proclamas separatismo pres politicos politicos cometido gravar delitos
FAVOR	millones pobre pais millones dando lecciones democracia derechos humanos menut farsa
FAVOR	desobediencia llevar seis metre prision multar economica fondo controlaba montoro mismo dejo claro tocar parar referendum
FAVOR	neustomas arrimadas dijo hace semanas évole queria presidenta catalunya prioridad politica català tresar semanas pachecoemili february arrimadas dijo hace semana
AGAINST	fundar abrazo chavistas golpistas bilduetarras
AGAINST	parar quien desee recordar algunas tesi sostenidas independentismo anta
FAVOR	general algun declaracion respectar todavia recordamos iras enfados esperamos ansiós dimision politica #siemprepsoe #votapsoe #laespañaquequieres
AGAINST	cotorra repitiendo largan politicos pres juicio todo menos gobernar cataluña alma cantaro
AGAINST	pero vamos campaña politica puedes llevar cualquier ideologia siempre cuando saltar marcar legal reglas rigen todos encarcela saltarse marcar legal porcar llevar independencia programar
AGAINST	pua socialistas votar directamente indepespartido sociata indepe expañol
AGAINST	pueden unos pocos decidir todos cadenar primeros dias juicio lado oscuro derrotar colectiva triunfo democracia spain reportar
NEUTRAL	torcedor inter nessa situação otario
AGAINST	torra llama marioneta tajani europeo puigdemont dice eslovenia pais hermano
AGAINST	deseando verte banquillo alt traicion habra falcon puedas huir españa perdonar jamas hundir españa hundir independentistas unicornios reiran siglos semejante politico pacotilla
NEUTRAL	sinto confortavel mostrar temos expor verdade parar população conhecimento sempre tomar suas prioridades isto virado muitos blocos carnaval brasileiro comentar tirar suas conslusões
FAVOR	ciertamente independentismo significar odiar nadie populistas riveracasado habeis hecho creer españoles
NEUTRAL	lembrome conversar candidatura presidencial falar fundar alma fazia coisas parar tornar presidente parar expor problema brasil viure visto todos tratavam problema maneira superficial
FAVOR	siempre habla quin tiene callar usted atreve hablar ilegalidad partido corrupto europa tiene masters regalados armas destruccion masiva empeño atribuir atentado home #joacuso
AGAINST	gracias presidente olvidar hermano diputado pres politicos pronto veremos libra todos
NEUTRAL	motivos tras oposição caní bolsonaro proprio senso sobrevivência extremaimprensa sucesso governar desgraçaria ainda mais aqueles fizeram campanha contra prometendo inferno terra caso bolsonaro ganhasse
AGAINST	actuacion mosso huelga desquicia separatismo pegado urna
FAVOR	david block profesor cursar identidad reflexionar palau macaya nacionalismo español esconde nacionalismo
NEUTRAL	eeuu presiona ejercito venezolano parar tumbar maduro
AGAINST	durante decadas quien gobernado españa tenir votos cataluña incluso ppciu tenian votos cataluña ahora todos independentistas juntos
AGAINST	dice echa menos politicos ernest lluch porcar dialogante debe secuestraron miguel ángel blanco solar pegaron tirar nuca arnaldo hdlgp
FAVOR	parlamentar europeo prohibe charla #president legitimar democratico #catalunya delegacion parlamentar europeo acude #venezuela visitar golpista autoproclamado presidente europa peligrosa derivar antidemocratica #felizlunes
FAVOR	what love amorar patria votar dejar gobierne extremar derecha tod@s animan abstencion pretenden favorecer fascistas #yovoto tod@s deberiais #abril votar alegria #buenasnoches
NEUTRAL	lamentavelmente vereadora assassinar exintegrante partido tentou assassinar hoje presidente republica nenhum setor imprensa habitual fala noticiar abaixar sabemos assunto espinhoso ligação
AGAINST	fals mentirosos hasta parar ofrecele descuento catalan indepe pagar menos habla chino hasta dice española
FAVOR	indepes gustan dicen seguiriamos siendo españoles siguen dicen españa tenir devolver cataluña deuda vosotros
NEUTRAL	quando você driblar goleiro tocar bola parar amigar perde
AGAINST	abogado estrella defensar estar encumbrado superar heroe fundadora como llevais indepes
AGAINST	mientras grupos separatistas preguntan governar monotema preguntar atencion infancia
NEUTRAL	carrizosa tambien informado caseta formacion molí barcelona amanecido daños #ciudadanos #venezuelagritalibertad
FAVOR	como mujer feminista izquierdas republicà defendere lucha contra violencia machista sufren mujeres hasta ultimar aliento tendreis enfrente #apuntaminombrevox
FAVOR	podeis tomar cachondeo realmente quienes miedo partido popular ciudadanos largo partido retrogradar falsar hipocrita mentalidad fascista historiar democracia
FAVOR	contestar tras mofarse letrada atrapar acosada independentismo
AGAINST	declaraciones psicopata sanchez mayo cuando roger torrent proclamar nazi torra presidente generalidad parar probar alt traicion impostor sanchez españa #sanchezdimision
FAVOR	hace faltar independentista parar darse cuenta esto justicia respeto ddhh taxistas secundar huelga
FAVOR	formaciones independentistas estar ahora mismo paradas governar efectiu capaz proteger cuelgan pancarta contra reclamamos esto parar bes
FAVOR	#juicioproces turno declaracion parar participado muchas manifestaciones parar defender independencia #enjakeetb
FAVOR	titular correcto seriar ines arrimadas waterlo montar escenita cierto quien pagar viaje
FAVOR	tonteria escocia reino unido hasta deje serlo pero demuestra voluntad politica respeto hace leyes nunca impedimento parar politica pua politicos quienes pueden ajustar esas leyes parar solucionar problemas
NEUTRAL	smart city implicar visionar areas movilidad energia planificacion gestionar servicios fundador anteverti comisaria fuente #sceba #smartcities #smartcity #smartcityexpo #ciudadesinteligentes
FAVOR	habra llamar gyver parar cuente fairy puede derrocar todo estado #judicidelavergonya #judicialademocracia #millomentider #fairyelmilagroantifacha
FAVOR	garantir cambio liderar nuevo gobierno españa pondre bipartidismo #ppsoe trata cambiar psoe #lnarrimadas
AGAINST	leerlo proporcionado visionar panoramica lamentable pasado presentar indignar escalofriante futuro leanlo evitemos tener lamentarlo despues votemos cabeza #eleccionesvotoderechas
NEUTRAL	daño humano crisi #venezuela bajo corrupto regimen socialista nicolas maduro tresar millones venezolanos huido hogares parar sobrevivir durante peor crisi economica humanitaria
FAVOR	perdido detallar hasta donde bares tienen derecho admision todo parar permitir montar plato entrevistar politicos periodistas este caso bajo ambo
FAVOR	pide colaboracion alemana ante golpe estado independentista
AGAINST	montserrat montaña sagrat parar catalana principal foco religiosocatolico independentismo donde acudir frecuencia buscar consejo consuelo espiritual jordi pujol oriol junqueras
AGAINST	atrevete paso pudir salir secta lazo amarillo tambien puedes #lasilenciosacat #larepublicanoexisteidiota #golpistasaprision
AGAINST	torra puigdemont taamudean cuando preguntar adondar adondar vamos todos
NEUTRAL	olha metre abraçando novo prometre
NEUTRAL	niño acosado apellidarse trump duerme congreso joshua sido invitado presidente parar asistir discurso estado
NEUTRAL	depois hoje festa posso afirmar merece car dignar quanto diego
NEUTRAL	alguien puede decir idiota catalana indepes sentimos traicionados deje hablar mierda paso explicais governar importar mayoria catalana #relatorarv
FAVOR	#judicitvcatradio recuerda comio recuerda cuantas veça llamo mujer recuerda cuantas veça hizo pipar callas
FAVOR	queremos devolver democracia ciudadanos españoles prohibiendo partidos corruptos filofranquistas #thisistherealspain
AGAINST	recuerda patriotas consideran mejores españoles constitucionalistas hace asco mantener saquean arcas publicasempoblecen españolesdestruyen publicar hacen ricar ricar recuerda andalucia ellosvuelven #elabrilpsoe
AGAINST	vaya dice quien votado contra presupuestos sociales presentados democracia actual rufianeres gañan chaval
AGAINST	compartiras quieras leido exige torra negociacion vuestro gobierno reconocimiento derecho autodeterminacion mediacion internacional impunidad juridica separatismo admitir españa franquista fascista democratica
FAVOR	cuando nazi vinieron comunistas guardar silenciar porcar comunista cuando encarcelaron sindicalistas guardar silenciar porcar sindicalista martin niemöller nunca guardar silenciar #apuntaminombrevox
NEUTRAL	anta tudar arte presidente mostrou mundar magicamente virou pornografia #bolsonarotemrazão
AGAINST	somos mayores necios historiar continuamos pagando gente hace odiarnos unos otros usando bonitos nombre multucultulatismo diversidad conciencia generar reduce esto #sowelldiario #juiciogolpistas #dictaduradegenero
AGAINST	votas psoe saba votas porcar estaras votando podemos indepes filoterroristas estaras votando contra españa contra libertad contra futuro contra descendientes contra miamo mucho cuidadin votar
NEUTRAL	jornalistas cuja audiência alcança cento população falando quem representasse senso comum dominante espetaculo mais grotesco pornochanchada cultural nacional
FAVOR	todo estado fundamenta mezcla fuerza consenso estado español haya tenido recurrir fuerza mejor indiciar perdido consenso tiene razon benet salellas #juicioproces derrotar regimen democratico
AGAINST	presentacion precampaña presidente españa queremos defiende educacion motor cambio joya coronar presupuestos presentaremos sera #educacionpublica #laespañaquequieres
FAVOR	porcar puigdemont millones vueltas mamarracho carrizosa
AGAINST	cataluña #guardiacivil atienden farmcias sirven cafe algunos bares
FAVOR	que bien irian ahora escuchas villarejo parar demostrar tanto fiscalía abogacía estado preparado hasta minimo detallar preguntas respuestas veure separacion poderes #judicitvcatradio #joseantonionietomiente
NEUTRAL	carnaval olinda chinelinho acreditar potencial
NEUTRAL	avisar policia local perros parar chillar primer caseta arenal parece esta habiendo maltrato parte hombre tiene metidos dentro video fuerte grupo facebok #cordoba #maltratoanimal #policia
AGAINST	solar seguimiento huelga parece pueblo catalan importar bien poco pase golpistas estar banquillo fracasa huelga general sindicato terra lliurar generalidad
AGAINST	pero fastidia sois unas traidoras deshonrais memoria monjas fueron martirizadas mismos partidos politicos feministas convocado mamarrachada huelga
AGAINST	ministrar respete partido gano urnas elecciones cataluña respete tambien catalana constitucionalistas sienten gobierno españa abandonar humilla montarse unos metre falcon
FAVOR	votar delitar esta codigo penal impedirlo fuerza oriol junqueras #judicidelavergonya #juicioalademocracia
AGAINST	pero esto salar culebras boca tragarla ultraizquierda siempre chupando botar #lasilenciosacat #equiparacionya #eleccionesgeneralesya
NEUTRAL	comunista querendo posar defensor cristão absurdo comparar morte crianças inocentes clube regatas flamengo traficantes mortos confrontar policia cumulo absurdo
NEUTRAL	pero muchos abandonando barco precisamente indepes
NEUTRAL	bertin osborne tengo muchos amigos independentistas gente estupend
FAVOR	#argumosaresiste felipe borbon admisible apelar supuesta democracia encimar derecho policia rompiendo cristal puerta edificio desahuciado #argumosa leyes fondo buitres #felizfinde
AGAINST	relacionar malu rivera bombar parar imagen habla experto campañas rivera algo controvertidas problema brad pitt carla bruni #eleccionesvotoderechas
AGAINST	propuesto pactar nacionalistas presidente dicho nacionalismos excluyentes insaciable encuentran dentro constitucion cosa ocurre independentismo
AGAINST	exsocio puigdemont jefe mujer llevar contrato medio millon euro ayuntamiento cugat manos pdecat
NEUTRAL	eeuu dejara siria militar
NEUTRAL	poc criticar aqui catalana indepes hacia arrimadas parece tenemos asumido nadie quiere mucho menos representan estamos solo
FAVOR	somos sociedad comandar franquistas democratas tanto somos democracia franquista libro negro ejercito
FAVOR	#hacialahuelgafeminista #yovoym recordar lucha llebamos durante tanto tiempo nuestros derechos pisotean todos dias solar mujeres #feminismoyrepublica vamos #huelgafeministam vamos #republica
AGAINST	viu pais parar minoria sectaria alimañas asesinas hombres intentar usurpar derechos millones personas democracia miserable rufiana otegis referente embusteros #lazis
AGAINST	crear cosas importantes gastarse dinero publicar juicio parar politicos pres #lasilenciosacat juicio proces colar pagar dinero publicar viaje madrid apoyo golpistas cataluña
NEUTRAL	situacion politica loselose brutal tories estar jodidisimos porcar deben aplicar resultado votacion labour córrer riesgo partirse piden nuevo referendum exigen acatar
FAVOR	cataluña cataluña cataluña cataluña cataluña cataluña cataluña cataluña cataluña venezuela venezuela venezuela venezuela venezuela torratorra torra torra puigdemont puigdemont puigdemont estoy oyendo campaña electoral
AGAINST	victimas oprimidas tienen toda libertad racistas supremacistas pua catalunya puedo comprender restar españa caigamos #joacuso
AGAINST	tractoriano granell capitan gerona dedicar victoria bernabeu golpistas catalana
NEUTRAL	guaido carga contra maduro trato despectivo contra eurodiputados
AGAINST	radical gobernar apoyado derecha independentista
AGAINST	todo dolor muestra este hilo tiene tener precio cuanto pesar justicia esta realidad cuando dicen estar pres solar poner urnas
AGAINST	raro arè muntar habian solar areny habian tresar solar estos unionistas generós poquito otro poco
AGAINST	dice aqui unos indepes quieren quitar collioure tumba machado cataluña haber cantado españoles solar extremoderechistas ademas deben padecer problemas mentales
AGAINST	millo estado maravilloso abogados golpistas removian asientos hasta marchena pedido relajaran
AGAINST	primer like odiador indepe tengo esperanza poder caminar juntoshermano paisanome emocionecomo españoles podremos luchar mundar mejor pazsin fronteras diferenciaste animasno dificil perder tiempo republica existe
NEUTRAL	vida mut mesmo você querendo
AGAINST	pero #fakepresident aceptado daño hace democracia nuestra constitucion sentarse igualar igualar medidor desde cuando estado derecho hace esto administracion regional traidores #sanchezdimision
AGAINST	pero empeñan contar opiniones puntos veure madre murcia precario tengan presentar volveremos votar volvere votar conflicto solar resolvera referendum roger torrent
NEUTRAL	pasos tacticos ofrece parar resolver conflicto #talurgem
FAVOR	esto quitalazos constitucionalistas lazos molestan provocacion represiva ultraderecha plumero sois catalanofòbics
FAVOR	estoy pepe mujica ofrecido parar desencallar situacion denunciar bloqueos propone elecciones guaido maduro dicho eeuu importar democracia carajo maduro tampoco #salvadosmaduro
AGAINST	unico habeis conseguido independencia vuestras neuronas sois hazmerreir mundar
FAVOR	escuchad esto españoles entendereis referendum ilegal anticonstitucional golpe estado referendum maxima expresion democracia otorgar poder pueblo dando lecciones psoe democracia
FAVOR	compañeras frente basura machista apuntar jose carlos herrera castillo quien creeis asustais mierdecillas #apuntaminombrevox
FAVOR	lamentar toledo barcelona unos quedan mierda otros caca girauta presentar toledo deja libre arrimadas parar barcelona
FAVOR	#besameelculofelipe capaz poner orden pais politicos corruptos ladrones
AGAINST	solidaridad pueblo venezolano cumpliendo nuestro compromiso liderar opositora dictadura reclaman democracia horas saldran eros envios ayuda humanitaria hacia #venezuela desde
AGAINST	contar partido propuestas realiza defensar españa supuesto politicas parar mejorar vida gente #lnarrimadas #graciasines
FAVOR	habra ningun referendum pactado españa independencia vendra tribunales europeos concederan causar justar reconocimiento internacional sera proceso rapido pua burocracia lent huelga general quizas agilizaria témer pero
FAVOR	néixer placera todo twet cuenta iniciales significan verlas penseosea twet corto daba otro significadoy puigdemont solar criticar convergenciasus movimientos parecen inteligentes
FAVOR	actuacion ejemplar jose antonio nieto quien fuera secretario estado seguridad periodo tiempo esta juzgando tribunal supremo contestar bajo juramentar cuando preguntar intervencion policia española octubrar
NEUTRAL	sera real esse interessar chinatomara
FAVOR	deberia encender todas alarmas sean juzgados politicos poner urnas parar todo demas
AGAINST	escucho néixer motivar parar apartar servicio compañero solar compruebo doblar varar medir politicos esperar abran expedientar mosso incumplido deber estamos contigo compañero
AGAINST	ayuntamiento cerdanyola donde gobierna marcar local podemos querido donar dinero internacional contra cancer infantil hecho parar associacio municipi independencia
FAVOR	fuerais mitad valientes independentistas lucha contra derecha habria derecha sois unos cagados unos vendidos diferenciar habeis hecho metre pero vuestros barones manifestaron colon
FAVOR	partir ahora convenir utilizar señal parar advertir suelo fregado fairy vaya luego acusar rebelion #ahilodejo #fairyelmilagroantifacha #judicifarsa #judiciproces #juiciodelproces #juicioalproces
AGAINST	funcionamiento mente pedro sanchez misterio parar leere manual resistencia parar contiene explicacion estrategia sumision separatismo contestar andaluzas video semanal opinion
FAVOR	expresidente uruguay mugica impuso politicos salario medio paisaqui politicos vivir cuerpo mientras quejan salarios pensionar gente excesivos
FAVOR	seguimos esperar liberacion rehena estado tiene secuestrados lledoner puig bassa denric #freetothom #usvolemacasa #llibertatpresospolitics
NEUTRAL	arrimadas waterlo este domingo parar recordar puigdemont republica existe
AGAINST	#españaviva conquistar vistalegre madrid octubrar multitudinario acto miles abarrotaron coso miles quedaron puertas #vox
FAVOR	soraya rodriguez pide baja militante psoe discrepancia profund relacionar independentismo victor ruiz almiron
FAVOR	años hemo pasado solar intersindical convocar huelga general todos sindicatos sumar exito lucha feminista cada somos #apuntaminombrevox
AGAINST	tremendo zasca ferreras escucha riete #juicioproces #felizmartes
FAVOR	referendum independencia habria agradecer inquisicion española demuestre mundar referendum hizo ciudadania català proposito alcanzar independencia buscan chivos expiatorios solar encuentran pueblo empoderado abrio reino canal
FAVOR	efectivos realizaron esfuerzo fisico humano explicar repentino atacar alergia excitacion todos tenian entrar colegio consiguiendo provisiones #judiciproces #judicitvcatradio #femxarxa #judicifarsa
FAVOR	vais disculpar todos parecemos tontos esperabamos otra cosa #judicifarsa esperabamos gobierno secuaces dijeran verdad dir verdad somos pacientes seguimos esperando cuando tienen sentenciar escriure vale
AGAINST	saber perfectamente separatistas igualar poblacion echar tambien#eleccionesvotoderechas independentistas mosso cuando seamos republica mitad fuera
AGAINST	esto sido moia carnaval colegio pueblo niños educacion primaria cantando proclamas propias manifestaciones independentistas hacen loss padres #adoctrinamiento centrar ayudais preguntarselo
FAVOR	casado rivera llaman maduro dictador torra golpista sanchez traidor iglesias comunista muchachos alsasua terroristas ahora definas ellos extremar derecha corruptos fascistas porcar definicion toman insultar
AGAINST	desde convocamos todos españoles proximo domingo plaza colon #madrid parar decir #stopsanchezf pedir #eleccionesya
FAVOR	cierto prostitucion profesion porcar montais pollar cuando alguien insinuar arrimadas puto ofenderiais llamara ingeniera jueza vuestra hipocresía monumental
AGAINST	menudo sinverguenza #equiparacionya #pnygcnoserinden #equiparacionya #ilpjusapol parar inri cobrar represor estado español
NEUTRAL	preguntar deberia otra stiby donde esta sueldo organizadoras
FAVOR	#thisistherealspain buen hilo fijate parece españa
FAVOR	voler pactar referendum voler pactar amnistiar independencia otro
NEUTRAL	esse video mostrar talento arrascaeta deveria priorizado formação time flamengo uruguaio escalado ondar sobrar algum espaço abel precisar refletir muito
AGAINST	partido nuevo preparado educado valiente nuevo rumbo valorar ferreos necesitamos españa seremos mejores europa tenemos sangre taza imperial olvida callar #siguemeytesigovox
NEUTRAL	filipe barros querar criar detem monopolio movimento estudantil ideia investigar ligação intimar partidos esquerdar dinheiro publicar enviado parar licitação prestação contas transparência
AGAINST	problema traduccion simultanea cerebro traduce propaganda basura independentista catalanhabra darle diccionario condicionar tanto miles quieren cataluña dividir españael #avotacambio cataluña
AGAINST	ines arrimadas waterlo porcar marin dicho alli viven abba
AGAINST	caso ganen constitucionalistas mayoria holgada
AGAINST	vemos madrid silenciar opcion frente pactar verguenza sanchismo #golpealademocracia
NEUTRAL	bandido bandido restaurado jesus
