LABEL	preprocessing_A
AGAINST	#massanassa sigut portar diari voltar portar danyar robatori estafar demes delicte banda saber lequip governar ppcs tornar deixar agent carrerc seguretat poblar filar
AGAINST	grande marlaska insinuar registrar irregularitat ser descomposicio #joacuso #judicitvcatradio #judicifarsa
FAVOR	carai congre renovacio igualment complir quota vell politica donar imatge divisio desitjar liquidacio fer voler lluitar republica venir #cridanacional
NONE	ministeri publicar considerar relatar fet sentenciar manar recollir dubtar actitud intimidatoria
FAVOR	votar partit català arribar madrid tenir menar bloquejar institucional frenar poder contra veritable problema votar pdcat opció presentar sera
FAVOR	diputat patir agressio precedent carme forcadell politica veritablement dassetjament
NONE	sacaba sessio davui judici reprendra dema seguir linterrogatori diego perez cobos tambe declarar secretar judicial montserrat toro #judicitvcatradio
NONE	pres rebre citacio lobertura judici febrer
NONE	turull sintenti crear tensio violencia catalunya operacio fracas despres #judicitvcatradio
NONE	joaquim forn censar universal pretendre persona pogues votar col·legi electoral lexconseller afirmar coneixer detall censar #judicitvcatradio
AGAINST	volgueu augmentar saber corejar manifestació puigdemont prisión puigdemont prisión puigdemont prisión jusapol avui
AGAINST	hola aquest individu proferir amenaçes gravissimes poder carrec plaure difondre visitar impresentable borrat amenaçes aixi valent #difusio #stopfascism #endavantrepublica #vergonya #femdifusio
FAVOR	deja drogar hombre trist veure babejant gana detenir puigdemont #joacuso #ppodrit #independencia
FAVOR	declaracio joaquim forn llibertatpresespolitics #llibertatpresospolitics retornexiliadesiexiliats #independencia #procesconstituent #republicacatalana
FAVOR	divendres vague #consellera dema mobilitzarnos sortir carrer voler pais igualtat doportunitats #republica feminista sumar #jofaigvagam
FAVOR	final unica violencia provocar pels sempre mateix costar creure democracia recular davant violencia democracia guanyar
AGAINST	anar aquest setmana #omplimstjaume #llibreslliures
NONE	gustav klimt morir any acompanyeunos contemplar obrir
NONE	estat unir avisar nicolasmaduro guaido dificultat tornar veneçuela haura respondre fort washington comunitat internacional
FAVOR	tenir titol sino tenir complexar dinferioritat tenirne fer trampa veure tenir pitjorar votant sels refoti compte dexigirlos dimissio tornar votar
AGAINST	governar ciutat referent valentia ciutadania empoderada diversitat dinnovacio democracia tothom comptar quedar enrere voler aixo saturar implicar campanya #ada
AGAINST	primer farsa referendum declaracio dindependencia
AGAINST	pensar nacionalisme nacionalista gent
FAVOR	especial judici proces joan queralt catedratic dret penal marcar molí advocar penalista analitzar segon jornada questions previes #mes #judicitvcatradio
FAVOR	celebrar referendum monarquia març
NONE	mal traduccio informar provar descarrec forn pompeu fabra deixar evidenciar lestat
FAVOR	independentista haguessim despertar feixisme mirar pero despertar victor amelar menar
NONE	debo fiscal casteller llençar policia
AGAINST	aqui faltar fairy
FAVOR	president andalus satorga dret representar andalús resident catalunya declaració polemiques moreno afirmar junt andalús governar andalús quedar
AGAINST	️@yagoalonsobcn pensar governar donar colar posar perillar futur deixatar comunitat cientifica expert semblar increible voler aprovar ordenança municipal saber quina consequencies tindra irresponsabilitat
FAVOR	pensar europa españa deixar estar conèixer català lluitar final rendir #nosurrendercat
AGAINST	graciar feina defensar dret laboral treballadorses lensenyament particular treballadora general proper elecció sindical mestras catalunya suportar ccoo
NONE	palau infern primer vendre indesitjable segon necessitar victoria cridar grec comportarnos sempre
NONE	portaveu sindicar majoritari guardia civil misteri sapiga donar ordre replegarse referenciar declaracio zoido suprem #judicitvcatradio
NONE	#xina moderar lobjectiu creixement anunciar primer ministrar xinar discurs dobertura plenari anual lassembla popular parlament
NONE	impresentable cinic preguntar faltar politics ernest lluch culpar dalguns dedicar matarlos laltre adalid democracia respondre quin vergonyar plegar
FAVOR	recollir mentir manipulació rivera quedar mica curt metre pero igualment pena #riveramanipula
AGAINST	algu creure miserable sostre au
NONE	observador internacional despres duna setmana judici alertar lacusacio comptar acció podrir emparar dret fonamental #judicitvcatradio
FAVOR	perque començar trencar espanya representar pero seguir lluitar tothom #barcelona granar rambla catalunya #welcome catalan republic
AGAINST	noi millo enfadar meme retirar retuiteu plaure #femxarxa #fairy #fairyborroka #judicifarsa #joacuso #fairyelmilagroantifacha
NONE	interessar article enhorabona
FAVOR	referendum estructurar destat promes euro aixo farsa
AGAINST	aixo opinar conya cosa opinar vomitar consignas alla dignitat
AGAINST	dolor montserrat cosa groc existir aixo nòmer molestar llaç groc exigir llibertar pres politics acabar injusticia suportar forçar festen soci
AGAINST	necessitavem veure aixo joder #mbarcelona
AGAINST	pilar rahola cobrar euro
FAVOR	️️️️️️️️️ membrar governar formar part blocar mostrar proper simpatitzar tant partir col·lectiu ultrar ultimar actuacio ferse pintor amateur rambla #tarragonaxiula
AGAINST	guardia urbà tornar col·locar flor mateix matar explicar consistori
NONE	teatre politica sentir canviar mirar gent mostrar formar veure personar envoltar entrevistar didier ruiz reposicio #trans
AGAINST	urna milió papereta centre votacio agent policia guardia civil mirar dimpedirho prop milió personar varar votar hague referèndum guanyarlo avui dia
FAVOR	pais dalguns indepes petit petit
AGAINST	conèixer nano poder votar tenir any aillat anecdotic suposar parlar milió doncs arribar milió
FAVOR	júnyer coscubiela dir provar lanunci referendum efecte governar espanyol sempre actiu agressiu judicialment voler entendre perdonavidesjoteniarao lhauria destalviar creure
AGAINST	indepes difondre donar personal secretar judicial quin finalitat despres dir tensio insult amenaçes violencia comprar relatar processista
FAVOR	vergonyar repugnar miserable quin fastic #judicifarsa
AGAINST	estar espanya molestar pero idioma lespanyol llemosi llemotges semblar
NONE	jajaja quan morir pagar quedar
AGAINST	cridar independencia independencia allo voler leditorial
AGAINST	saber pdecat convergencia votar
NONE	avui desmuntar acusació tribunal atencio llei ideologia quedar lliure demanar valent tornar politica politica
AGAINST	torra politica debo poder tranquil madrid llavor voler president generalitat clar pero politica partir pagar grup
AGAINST	llavor funcionari
FAVOR	parar mare shan apuntar vegada venir #primeradiada comoguda fermesa conviccio #senselesàviesnohiharevolucio #elsavisseransemprenostres #republicaesllibertat
AGAINST	doncs periodista plantar passar arreu jo tenir dret pataleta
AGAINST	tenir tothom voler viure barcelona criteri triatge diner capacitar dendeutarte quin pero diner segur
NONE	conductor turisme accidentar bisbal penedes #entempsrealepa
FAVOR	seguir adherir persistir lluitar molt unir crit #llibertat anunciar tardor calent calent sera avui primer #tardorcalenta tornar #noensaturarem #entrestotestot #decidimser #republica
FAVOR	guardia civil mante efectiu catalunya mobilització caldre posar laccent larribada piolins oblidar governar espanyol aliat demostrar preferir violencia argument politics mantenir espanya unir
FAVOR	estar convocar davant lamenaça atac tesperem jaume partir homenatjar possible l#oct polis violent atonyinar votar sumar #omplimsantjaume #llibreslliures
FAVOR	ladvocat benet salellas demanar projeccio lentrada forçar seguretat col·legi sant julia rami votar puigdemont jutjar marchena permes
FAVOR	orgullos tambe soci domnium llengua cultura pais reventa tot hariuem granar persona granar conseller orgullos representant #judicifarsa #joacuso #judiciproces
FAVOR	president quim torra predecessor carrec actualment lexili carles puigdemont convidat eurodiputats
AGAINST	pillan junqueras video confesando butifarrendum ilegal
AGAINST	indepe anomenar malalt poder veure desde proces demostrar grau ceguera sectarisme sotmetre pena seguent
AGAINST	moto robar barcelona barrar guinardo honda swing matricular moto bastar brut matricular aguantar brida germa please
AGAINST	cada indepes caram menys dante recordar
AGAINST	espectacular llampar impactar torre dil·luminacio veure
NONE	cuinar marinar monsonis ingredient carrer joaquim costar preparar estovalles procedencia ingredient
NONE	inesperat despres acusació passivitat mosso primer comandament policia català testificar traslladar responsabilitat governar lanalisi judit perpinya #judicitvcatradio
FAVOR	nessun dormir victoria #rull #terrassa #llibertat vincero #democracia #republica
NONE	seguir directe compareixença vicepresidenta governar espanyol carmen calvo
AGAINST	imaginar presentador espanyol samarreta rajoy aparellar propaganda parar
NONE	lunic millo decent germa cantar
FAVOR	espanya lunic pais despres any suposar transicio situacio politica caotica començar teatre levolucio democracia existir
FAVOR	nòmer gent posar policia tenir clar pais feixista dirho clar onertament creure anar enganyar indepes lliri
FAVOR	inaudit aixo poder fernos idea caura pressos politics españa estado deshecho
FAVOR	sant tornemhi pero referendum acordar europa compromis reconeixer catalunya ser #josocmurallahumana murallahumana
NONE	quim torra estar aqui malgrat censurar malgrat prohibicio
AGAINST	madrid vigilar aixo fairy perillos debo lajax
AGAINST	puigserver reunio junt seguretat arribar conclusio lestat generalitat interpretavem mateix maner lactar ell prioritzar lobjectiu preservacio normal convivencia ciutadà impedir referendum #judicio
AGAINST	militancia aprovar partir formar part consellar republica
NONE	mosso suposadament agredir bomber parlament emprendra acció civil penal contra
AGAINST	testimoni tenir lobligacio contestar tothom voler jutjar
FAVOR	creure preferir guerra civil referendum catalunya aixo esta clar
FAVOR	cansar sortir fer casa #judicifarsa #autodeterminacionoésdelicte #presespolitiques #usvolemacasa #nousoblidem #republicacatalana
FAVOR	nòmer tenir comptar desmentir personatge estafar diner indepes dir farsa actor esta darrer
AGAINST	jove trobar docent competent professio pero necessariament formatar acompanyar jove mancança #perqueapostem
AGAINST	fiscalia investigar alcalde malversacio pancarta politics pres
AGAINST	gerard graciar infinit judici farsa politics liders civil català preso nòmer català idear
AGAINST	aviar corroborar saber sempre
NONE	resposta encaminar desmentir tesar fiscalia president salar frenar intent converti linterrogatori batallar
AGAINST	saber pastar cobrar fotograf jordi borras catradio part casi #patapamclinclin promocionar lalbum fake
FAVOR	#faqsrincondelvago zaragoza representar limperialisme absolutista català rebutjar vegada menys
AGAINST	senador assistir diada mostrar solidaritat suportar bildu reivindicació poblar catala davant deficit democratic patir llibertar sempre catalunya️#diada #llibertatpresospoliticsiexiliats
AGAINST	clar poder brometes granar lidervan sanchez casado echeniquepero granar liderquina faltar respectar cada vegada assemblar nord koreans
NONE	xiringuito platja sudafrica millorar restaurar segon noure premi world restaurar awards
AGAINST	#noesno #noenpassemniuna #lliuresisensepor
AGAINST	francesc colome tenir batxillerat saber servir enlla danar universitat tenir excessiu dependencia provar selectivitat valoracio batxillerat #perqueapostem
AGAINST	perque ultranacionalisme sectari excloure cancer democracia convivencia demostrar any
AGAINST	trending topic pero puto emparar llibertar artistica dexpressio constar nòmer preguntar
AGAINST	avui #campeones guanyar #goya millorar pel·licula voler recuperar piular passar generar
FAVOR	puigdemont entrar parlament europeu acte plataforma llengua lexpresident despres tajani vetar conferenciar celebrar quimtorra
FAVOR	voler neutralitat existir voler gent mullar graciar ferho aixo campanya xarxa defensarte blanco voler despedir performance cremar fulleto imitar constitucio
AGAINST	#primeradiada fill #somhi
AGAINST	preguntar fiscalia començar semblar monoleg groucho marxar justificar dieta semblar esta beneit
AGAINST	quin problema aixo erau valent proclamar republica lluitar final allo despres acollonir diputat ensenyar debo poder patetics
AGAINST	algu casualitat dron poder gravar puntar puntar espectacular diada denguany poder retuit
NONE	observador canadenc judici sestar criminalitzar poblar
AGAINST	provocar fantasma
FAVOR	alea militant lestat hispanic incendiar tancar llaç groc flixar tarragona feixista albert rivera ines arrimadas acusar policia politica mosso identificar piromans
FAVOR	suprem controlar desde atras sistema judicial #judicifarsa tambe venir organitzantlo aixo mentir riseta soraya creure arribar aqui veure condemnar justar #thisistherealspain #joacuso
AGAINST	informatiu catalunya explicar laportacio financer lajuntament barcelona metro telenoticies shan oblidar daquest petit detallar respectar periodista segur tenir raó professional
NONE	quim torra espanya esta atrapar cerclar vicios dautoritarisme
FAVOR	washington pondre amenaçar crisi català espanya ingovernable spiegel despres elecció situacio politica potenciar economica zona euro guanyar produir brexit esdevenir inestable
AGAINST	quan governar tenir any governar col·laborar govern desp corrupte utilitzar policia contra poblacio denunciar ciutadà senarbora salvapatries catalunya españa magafen gana riure
AGAINST	treballador català quatre guanyar euro mensual menys gaudir dgrans sou euro ningu #quenoensenfrontin #redistribuirlariqueza #felizdomingo
NONE	dona disc escoltar any spotify
NONE	hazte perdre avantatjar fiscal dret poder accedir subvenció ministeri linterior revocar declaracio dutilitat publicar
AGAINST	legislatura passar aprovar parlament proposta declarar febrer contra lhomofobia lesport continuar treballar impulsar mesurar fomentar lerradicacio lhomofobia defensar llibertar igualtat ‍
NONE	forn assegurar segon llei poder
AGAINST	català nacionalcatalanistes tenir fet diferencial estimar personar demunt bandera importar pepino entendre entendre parlar variar llengues saber tocar treballar matar politics
AGAINST	deixar jugar gent viure impost dactuar servei publicar servei tot català servei nòmer nacionalistaseparatista regir pujolista
FAVOR	europa preferir donar feixista independentista
FAVOR	malauradament pensar part creure judici esta totalment perdre sentenciar escriure jutjar servei governar espanyol témer estrasburg conèixer sequivoqui
NONE	diego perez cobos trobar situacio greu preveure grup perfectament organitzar formar murallar humà #judicitvcatradio
AGAINST	exactament aixi idea repetir sector mosso tallar carretera sino diligent obrirles permisius
FAVOR	doncs aixo referendum prendre tenir memoria referendum vincular votar esta clar saber votar
AGAINST	#thisistherealspain president sanchez tesforcis fakes enganyar comunitat internacional temps conèixer flipen tu dolent enganyar gent aquest veritable car espatraña
NONE	despres #botifarradasuprema dissabte poblar honorar tocar #xocolatades interrogatori fiscal zaragoza castellvi excomissari informacio
FAVOR	lempresa britanica invertir area tecnica portar vilanova geltru #catalunyaenpositiu
AGAINST	viure terra #omplimstjaume #llibreslliures
FAVOR	impressionar governar espanyol complir llei
AGAINST	tipus nacionalisme doldre associar feixisme xenofobia violencia lopressio millorar exemple lespañol laltre associar llibertar integracio cultura democracia millorar exemple catala
AGAINST	#donesdelborn #donesquefandifusio patrimoni #dones desenvolupar paper importar defallir feina importar lestimem difusio #diadeladona
NONE	#mesvistes capita girona reivindicar politics injustament ser jutjat despres victoria historica equipar bernabeu
NONE	aragones avui cadira davant seguir buit algu asseure
AGAINST	#necesitaconectarse exconseller emprendre santi vila
FAVOR	mentir podrir complir presupostos #fakesuprem #aneualamerda
NONE	elisenda alamany deixar grup parlamentari comú pero abandonar lesco
FAVOR	feixisme avançar combatre tenir institució presentar impune carrer obligar creador generador dimaginari discurs donar respondre contundent
FAVOR	dia #diada ⁦@nytimes⁩ dedicar extens article proces
FAVOR	forcadell suportar speaker westminster judici proces #judicitvcatradio
FAVOR	condemnar reaccio referendum governar despanyar incloure detenció politics català islandia dret decicir moltissimes graciar
FAVOR	cupula lanc debatre ultimatum torra republica elecció
AGAINST	shan lluitar poder justificar venir diner catalunya aixo poder suposar pujar governar dreta espanya aixo voler
NONE	diego perez cobos majoria cas lactuacio mosso passivitat absolut #judicitvcatradio
NONE	adios jose pedro
AGAINST	aquest esta mica actualitzar
AGAINST	mosso carreguat contra manifestant intentar trencar cordar policial laietà minim dona ferir cobertura
AGAINST	opinió pres marxar daltabaix judici convocar alterar vida quotidià vague ajornar europa seguir inquietar acusació rebel·lio enten pero callar
NONE	avui començar fred boirar central pondre vall lebre restar predominar lambient migdia tornar especialment suar temperatura
NONE	ferran burriel director lagencia comunicacio nothingad comunicacio març generalitat encarregar nou campanya registre català lexterior #judicitvcatradio
AGAINST	aixo passar tensar llonguet lloc cervell
FAVOR	suposar dalguna maner engegar punyeta aixi contrari sentir permitim partit politics seguir fer estrategies partir pais catalunya
AGAINST	unitat despanyar depen integritat cotxe mica feble
AGAINST	llibre tambe portar llaçar groc #llibertatpresospolitics #llibertatpresespolitiques
NONE	atrevir traidor loriol metre assegurar president d@esquerraerc tenir pactar governar espanyol lodi soler desitjar aprendre daquest granar home #junquerasacusa
AGAINST	dissenyar sucursal dir store
AGAINST	maquinar manipular blanquejar autonomista gover vichy donar pena xantatge pres politics
FAVOR	incapaç lluitar independencia renunciar contra feixisme laltre democracia idea elecció aviar generalitat plaure
FAVOR	ciutadà abandonar premi ciutat barcelona recordar pres
FAVOR	altrees sino convocar dret llibertat poblar catala convocar donar autoconvoquem soletas #nosurrendercat
FAVOR	susanna barreda denunciar impedir pres politics daccedir ordinador preparar defensar
AGAINST	aixi explicar veure
NONE	regalar albert rivera malu
AGAINST	elecció sindical generalitat guanyar servei territorial barcelona mantenir restar recuperar lideratge lambit penitenciari erem
AGAINST	#novolemmurs restar treballador espanya nòmer lluitar junt aconseguir guanyar front furtar vida #quenoensenfrontin #felizdomingo
FAVOR	liutuber linici tercer sessio #judiciproces
FAVOR	desunio estrategica advocat desunio pres desunio partit algun sentir respondables desproposits poblar obrir ull
FAVOR	lamentablement pintar #femxarxa #seguim
AGAINST	cec tu tothom sap passar luna cosa volgueu reconeixer tothom poder veure jutjar disposar provar poder jutjar aplicar llei deixar imparcial acceptar destat democracia
AGAINST	aixo vague celebracio proregim
FAVOR	saber quin relacio l#aporellos dret dautodeterminacio segon lonu nòmer dret unitat politica mesurar tractar ciutadà igualtat consideracio respectar
NONE	graciar oriol aixo exactament necessitavem veuret fermar convicció nostre defensar coratge tornariem avui estas representar plenitud independentista democrates #nosurrender
AGAINST	decirle señor torrar superior lleure cochero
AGAINST	#republicacatalana laconseguirem encaputxar tirar polsar color contra policia garantir dret dexpressio #republicacatalana laconseguirem capaç demostrar organitzacio total voler violencia
AGAINST	justar contrari semblar escoltar video sortir jo dir pactar sortir moment semblar clar controlar sortir ledifici
AGAINST	manar diada disfressarse reunirse celebrar ostia adversari fatxa fill granar puto despres tothom casa satisfer lany
FAVOR	poblar proposta construccio dalternatives dialegs tothom respectar diversitat sobrar actitud voler consolidar llibertar catalunya comunicar governar legislatura motiu diada #freetothom
FAVOR	penjar fotre legitimar generalitat catalunya carles puigdemont restituit carrec #investimpuigdemontja #totsambelpresident
FAVOR	barcelona avui vegada nòmer veure tensar davant entendre costar thas posar antifeixisme barbarie #alertaultra
NONE	filmar sorogoyen guardonar premi millorar direccio millorar muntatge millorar guiar original millorar millorar actor repartiment millorar actor protagonista millorar musicar original #goyas #goya
AGAINST	aplicar tragalera indepe posat
NONE	mercat supermercat consell dietista nutricionista #carlosrios recuperar menjar debo acabar presentar llibre #comecomidareal aviar sera lentrevista
FAVOR	cosa gent sesforça esmentar gent contra allo sonar catala lindependentisme majoritari mateix gent mateix sesforça remarcar provocar pels independentista
AGAINST	merda problema daquest pais politics tenir portar temps rucada republica simbolica
AGAINST	rajoy voler pactar proposta politica cessio davant nacionalisme josep antoni dur lleida senyor aragones morir
FAVOR	anar deconomia #jordis desconvocar ningu aplastar avalancha contra cristal parapetar quin sorollar tumultos nòmer sentir cant repartir menjar abraçar amic
FAVOR	calda montbui inaugurar nou plaçar doctubre coincidir primer aniversari referendum
FAVOR	atenció convocatori perdre poder aixo despres tornar #tardorcalenta #elpoderdelpoble #decidimser #cdrenxarxa
AGAINST	proper dijous fara latac democracia referendum institució sortir carrer sentir tornar dijous setembre granar rambla catalunya
NONE	senyor iceta proper voler vostes votar pensinsho proper voler condecorar lenric millo pensinsho proper impedir investigar limam ripoll pensinsho proper zaragoza dir idiota indepespensinsho
AGAINST	@jsolercs catalunya trastorn alimentari afectar voltar poblacio caldre consens sancionar conducte fomentar trastorn alimentari #parlament
NONE	donald trump tenir controlar maduro analitzar opció
AGAINST	aixo tambe passar matar girona excepcio reiterar lestelada rojigualda armilla groc taxista miting trump
AGAINST	segador pancarta favor independencia catalunya supercopa
AGAINST	reivindicar lautoritat #ddhh front personar nòmer voler arribar poder imposar idear menysprear social front voler imposar destat garantir #ddhh
AGAINST	observador turc suprem denunciar tractar judici politic
NONE	començar declaracio dantoni bayona exlletrat majorar parlament #judicitvcatradio
FAVOR	carregar contra millo mentir manipular videos #judicio
AGAINST	congeladets calladets saber mentider manipular insultar paraula venir parar estoneta faltar gent daquests gent educar professional necesita feina
NONE	nieto moment carregar policial forçar lloc cridaner permetre replegament defensar tecnica lactuacio policial referendum
NONE	quim torra conseller sels aplicar partir dar mateix criteri ministre tenir escortar sortir lestranger
AGAINST	front judicial extens pero presentar batallar nova iniciativa alla oportunitat defensar dret fonamental poblar catalunya institució ajudans continuar lluitar #freetothom #nosurrender
AGAINST	esta passar •wtoledo judici cagarse mare frances alcalde •toni cantar blocar •una mare fill patinet lautovia •casado pistoler •toni cantar blocar quin pais
AGAINST	malaisia juntament corea singapur taiwan hong kong formar importar deducacio superior internacional sudest asiatic
NONE	perque feminisme nòmer servir veure tenvolta formar diferent tambe servir reinterpretar passar curar ferir quedar mateix tirar endavant feliç lluitar estimar
AGAINST	intentar mal jugar governar despanyar pressupost partit independentista acabar fer mal jugar conjuntar català catalana
NONE	lletrat majorar contradir metre entrar fondre inadmetre proposició llei
NONE	dolor catala presidenta presenciar duna dona emprendre agraria poblacio rural fixar fill veure possibilitat fer cosa innovadora atractiu gent jove #mes #judicitvcatradio
NONE	impedir cadenar gravar ultrar dret abonarse discurs facil fake news ultrar dret lesquerra demanar capacitar criticar profunditat danalisi
AGAINST	semblar merce rodoreda dir quant guerra quant merda gumitu
FAVOR	atencio escoltar periodista totalment astorar comparar votar violar creure logicament aquest senyor dimitir #thisistherealspain #españaglobal
NONE	lestacio dautobusos #girona tindra primer puntar bici comarca gironina
AGAINST	entrevistar viral desarmar quim torra
FAVOR	poder parlar catala casa pero imposar republica tant
FAVOR	esperar fer llistar merda esta fer governar pengeula nevera anar votar repassar #stothomalcarrer #nopassaran #acampadaperlallibertat #omplimsantjaume #octalcarrer
FAVOR	tornar unipost tormar conselleria deconomia tornar tornar escolar #tardorcalenta #octalcarrer
FAVOR	algu clarament duna punyeter vegada pdecat partit independentista fer necessari acabar moviment independentista encarar basar perdre elecció fer
AGAINST	retardar convalidacio tensar limitar dia habils mentre convalidar vigent maniobrar desesperar intentar impedir regulacio
FAVOR	puigdemont torra conferenciar conjuntar brussel·les censurar tajani vilaweb
FAVOR	votar sortir dubte
FAVOR	escoltar endavant atxa #nosurrendercat
AGAINST	cada indepes tot dante
FAVOR	articular proposta politica permetre avançar moviment republica lesquerra alla creixer
AGAINST	incapaç muntar disturbi lunionisme violentar pero violent unionista tensio xoc violencia bandol
AGAINST	aixo quant dignitat
FAVOR	tornar aplicar sapropi estara regalar vot partit centrar esquerre posar senyar sels menjar lultradreta proposta canviar discurs negociacio real baixar vot guanyar dialeg segur
FAVOR	hola moure dallar erem mobilitzacio massiu violentar combatre allo impedir exercir dret acatar regir sino tambe imitar estrategia manipulador violentar #proumentides #buchdimissio
AGAINST	aquest quedar casa #somrepublica
FAVOR	esclau duna politica vergonyar corrupte
FAVOR	sentir rabia doncs sumar dues multiplicar mateixa vegada tacostaras rabia sentir veure politics jutjat defensar mandat majoria poblar catala
AGAINST	#thehandmaidstale quedar dia aqui
FAVOR	interessar canvi politica francès sense voler manuelvalls favor
FAVOR	organitzar campanya defensar seriositat lestat davant #judicialademocracia pero sortir comparar doctubre violacio careta lozano carrec psoe
AGAINST	torra esta inhabilitar governar catalunya poder permetre comando separatista convertir catalunya campar batallar #actualidadcs
AGAINST	subnormal parar afirmar esas gilipolleces
NONE	tuits turull assegurar gastar euro publicar referendum negar incitar violencia #judicitvcatradio
NONE	davant inaccio mosso decidir aplicar substituirlos sebastian trapote #judicitvcatradio
FAVOR	considerar arribar moment dexigir recolzar llei congre sortir pres politics retornar exiliat reconeixi dret dautodeterminacio inclos carta lonu dacord piular #noatot
NONE	membre constitucionalista metre parlament contradir forcadell
FAVOR	declarar culpable dhaver organitzar referendum damagar urna dimprimir papereta convocar gent
FAVOR	sense llibertar dexpressio democracia contundent respondre treballador albert rivera
FAVOR	miserable prevaricador mentider compulsiu despres declaració duna ultrar sinistre secretar judicial montserrat toro verdader escandol #judicitvcatradio
FAVOR	aixo voler aclarir ampli veure diferenciar util massa ampli aixo tensiona encarar lactual acordar governar costar tenir opinio clar proposta necessitar info
FAVOR	josep borrell imatge exterior lestat esta seriosament danyar propaganda independentista
NONE	otegi assegurar lavançament electoral daprofitar teixir aliança sobiranistes
FAVOR	pactar constitucio consolidar interès economics politics duna classe dominar monarquia garant pervivencia regir contra sobirania popular
NONE	cabify tornar pero tornar trucar maner identificar plenament lexpressio fer llei fer trampa usuari contractar desperar minut sempre explicar filar
FAVOR	fotre familia despres bisbat dègara defensar votar guanyar #referendumtrs #terrassa
AGAINST	exacte sap quin espai tenir protagonisme pagan sou cap comunicació tapar esclar interessar aquestos moviment incomodar ell
FAVOR	escriure paraula intentar conscienciar politics poblar demanar unitat lhaurieu defensar respectar
FAVOR	advocar final sera confiar justicia europeu justicia espanyol desperar humiliar aixi liders politics complir programar politic #judicitvcatradio #elsmatinstv
NONE	joaquim forn declaracio turull esta ser impecable molt granar denunciar diferenciar tractar legal rebre atenir resolució funcio pensar #judicitvcatradio
FAVOR	excellent reportatge casar discurs fondre zombie imatge impecable suggerir lacusacio presentar provar judici arribar v️x #joacuso
FAVOR	fossiu noruec posar dir aixo independentista català fer tenir simpatia lindependentisme tenir clarissim
FAVOR	#judiciproces millo negar suprem demanar perdre pels ferit lactuacio policial recuperar aqui declaració doctubre lamentar situacio demanar disculpar
FAVOR	algu creure independencia judicial imparcialitat neutralitat sistema algu creure haura judici justar macrocausa politica culminar farsa començar
AGAINST	uyyy parlar llengua parlar potser parlar doncs sortir casa perdras
NONE	carles puigdemont judici contra milió català votar referendum
NONE	ell veritat fiscal caspos caspos
NONE	tuits director mosso negar carregar salvatge vague daquest
FAVOR	anar #sarria fill any portar llaçar groc conseller municipal mirar fill rientse viu españa mirar respondre aquest nivell politics
AGAINST	fiscalia investigar difusio fotre secretar judicial
FAVOR	creure poble despres dhaver conquerir armar patir sucessives guerra represalies politiques cultural linguistiques brutal sotmetre diferent dictadura poder sobreviure #catalunya unic
AGAINST	@jsolercs sistema sanitari prioritat governar deixar cadira buit consellar interterritorial dignificar duna vegada sistema sanitari #parlament
AGAINST	exacte servidor estudiar racisme sindromes actitudinals fenomen psicologic daquest puntar veure dir senyor racisme victima victimari blanc comptar creença subjetictiva intencio
FAVOR	anire votar votar seguir alimentar processisme inutil venir fatxa obligar declarar republica desapareixer
AGAINST	pot indepe pensar moment seriar pais millorar despres veure cosa donarte comptar gent voler enlloc
NONE	enric millo grup manifestar pacificament daltres violencia llançar objecte incendiari fer pintar amenaçar morir #judicitvcatradio
FAVOR	diari fracassar politics representar tenir espaiar president legitimar catalunya
FAVOR	despres dubtarho votare espanyola fara llegir titular tipus independentismo pierde baja catalunya pero servir mantenir farsant tardar campuzano respectar unilateralitat
NONE	parlar menjar sopar graciar kogoro conan #detectiuconanxl
NONE	urkullu cedir documentacio mediacio proces larxiu poblet
AGAINST	soci enganyar saber dir nuñez
NONE	jose antonio nieto exsecretari destat seguretat durar any celebrar reunió junt seguretat generalitat demanar #judicitvcatradio
FAVOR	ballar revolucio #seguimprenentpartit
NONE	enxampar letiqueta lhaguessis tallar thauria passar #detectiuconanxl
FAVOR	despres tractar marchena defensar veure clar sentenciar esta escriure trobar estrasburg #judicitvcatradio
NONE	farsa aixi judici proces escoltar opinio #totesmoutv #judicitvcatradio @tvcat
FAVOR	últim hora cinc jove agredir ultrar metro despres manifestacio unionista barcelona
FAVOR	parar català votar independencia esta
AGAINST	seguir pagar mateix impost pero repartir criteri rebotre poder retornar governar suportar jugar magistral mestranya pdecat sortir tromba veure tenir responsabilitat
FAVOR	#judicialesurnes conseller deixar entrar vaixell moby donar portar palamos servei ocupar comprometre utilitzar protocol mecanisme adequar #freetothom
FAVOR	donar labast reproduir gran veritat declaracio loriol quin lliço politica democratica
NONE	escriptor espanyol mexica guanyador premi tiflos lonce
AGAINST	laula gastronomica mercat sant presentar publicament club cuinar veure foto
AGAINST	terrible pero valencia
FAVOR	twitter comptar allo interessar lestat espanyol sempre mirar comptador mateix #faketwitter #fakesuprem
FAVOR	lanalisi politic encertatcontundent objectiu llastima mass media regir fer treballar saber quin lectura sinventen daquest trasllat #graciasines
NONE	numerar dinterior soste mosso ineficaç frenar doctubre
AGAINST	president pensar pero justament esta desquena desplaçament llarg cotxe oficial encarregar rollsroyce arribar tornar parlarne pero graciar
FAVOR	quin banyar declaració tribunal quedar mica dignitat anar hotel descansar dema matar agafar primer casa #llibertatpresosipresespolitiques
